Суурь он,Бүлэг,Сар,value
2020=100,"Согтууруулах ундаа, тамхи",2009-07,
2020=100,"Согтууруулах ундаа, тамхи",2009-06,
2020=100,"Согтууруулах ундаа, тамхи",2009-05,
2020=100,"Согтууруулах ундаа, тамхи",2009-04,
2020=100,"Согтууруулах ундаа, тамхи",2009-03,
2020=100,"Согтууруулах ундаа, тамхи",2009-02,
2020=100,"Согтууруулах ундаа, тамхи",2009-01,
2020=100,"Согтууруулах ундаа, тамхи",2008-12,
2020=100,"Согтууруулах ундаа, тамхи",2008-11,
2020=100,"Согтууруулах ундаа, тамхи",2008-10,
2020=100,"Согтууруулах ундаа, тамхи",2008-09,
2020=100,"Согтууруулах ундаа, тамхи",2008-08,
2020=100,"Согтууруулах ундаа, тамхи",2008-07,
2020=100,"Согтууруулах ундаа, тамхи",2008-06,
2020=100,"Согтууруулах ундаа, тамхи",2008-05,
2020=100,"Согтууруулах ундаа, тамхи",2008-04,
2020=100,"Согтууруулах ундаа, тамхи",2008-03,
2020=100,"Согтууруулах ундаа, тамхи",2008-02,
2020=100,"Согтууруулах ундаа, тамхи",2008-01,
2020=100,"Согтууруулах ундаа, тамхи",2007-12,
2020=100,"Согтууруулах ундаа, тамхи",2007-11,
2020=100,"Согтууруулах ундаа, тамхи",2007-10,
2020=100,"Согтууруулах ундаа, тамхи",2007-09,
2020=100,"Согтууруулах ундаа, тамхи",2007-08,
2020=100,"Согтууруулах ундаа, тамхи",2007-07,
2020=100,"Согтууруулах ундаа, тамхи",2007-06,
2020=100,"Согтууруулах ундаа, тамхи",2007-05,
2020=100,"Согтууруулах ундаа, тамхи",2007-04,
2020=100,"Согтууруулах ундаа, тамхи",2007-03,
2020=100,"Согтууруулах ундаа, тамхи",2007-02,
2020=100,"Согтууруулах ундаа, тамхи",2007-01,
2020=100,"Согтууруулах ундаа, тамхи",2006-12,
2020=100,"Согтууруулах ундаа, тамхи",2006-11,
2020=100,"Согтууруулах ундаа, тамхи",2006-10,
2020=100,"Согтууруулах ундаа, тамхи",2006-09,
2020=100,"Согтууруулах ундаа, тамхи",2006-08,
2020=100,"Согтууруулах ундаа, тамхи",2006-07,
2020=100,"Согтууруулах ундаа, тамхи",2006-06,
2020=100,"Согтууруулах ундаа, тамхи",2006-05,
2020=100,"Согтууруулах ундаа, тамхи",2006-04,
2020=100,"Согтууруулах ундаа, тамхи",2006-03,
2020=100,"Согтууруулах ундаа, тамхи",2006-02,
2020=100,"Согтууруулах ундаа, тамхи",2006-01,
2020=100,"Хувцас, бөс бараа, гутал",2026-07,162.9
2020=100,"Хувцас, бөс бараа, гутал",2026-06,161.9
2020=100,"Хувцас, бөс бараа, гутал",2026-05,162.4
2020=100,"Хувцас, бөс бараа, гутал",2026-04,161.5
2020=100,"Хувцас, бөс бараа, гутал",2026-03,160.9
2020=100,"Хувцас, бөс бараа, гутал",2026-02,160.2
2020=100,"Хувцас, бөс бараа, гутал",2026-01,159.9
2020=100,"Хувцас, бөс бараа, гутал",2025-12,159.4
2020=100,"Хувцас, бөс бараа, гутал",2025-11,158.4
2020=100,"Хувцас, бөс бараа, гутал",2025-10,155.6
2020=100,"Хувцас, бөс бараа, гутал",2025-09,154.3
2020=100,"Хувцас, бөс бараа, гутал",2025-08,153.1
2020=100,"Хувцас, бөс бараа, гутал",2025-07,152.3
2020=100,"Хувцас, бөс бараа, гутал",2025-06,152.1
2020=100,"Хувцас, бөс бараа, гутал",2025-05,151.6
2020=100,"Хувцас, бөс бараа, гутал",2025-04,151.1
2020=100,"Хувцас, бөс бараа, гутал",2025-03,150.5
2020=100,"Хувцас, бөс бараа, гутал",2025-02,150.2
2020=100,"Хувцас, бөс бараа, гутал",2025-01,149.8
2020=100,"Хувцас, бөс бараа, гутал",2024-12,148.5
2020=100,"Хувцас, бөс бараа, гутал",2024-11,146.7
2020=100,"Хувцас, бөс бараа, гутал",2024-10,145.4
2020=100,"Хувцас, бөс бараа, гутал",2024-09,143.0
2020=100,"Хувцас, бөс бараа, гутал",2024-08,141.3
2020=100,"Хувцас, бөс бараа, гутал",2024-07,139.5
2020=100,"Хувцас, бөс бараа, гутал",2024-06,139.0
2020=100,"Хувцас, бөс бараа, гутал",2024-05,138.9
2020=100,"Хувцас, бөс бараа, гутал",2024-04,138.4
2020=100,"Хувцас, бөс бараа, гутал",2024-03,138.6
2020=100,"Хувцас, бөс бараа, гутал",2024-02,137.7
2020=100,"Хувцас, бөс бараа, гутал",2024-01,136.4
2020=100,"Хувцас, бөс бараа, гутал",2023-12,135.7
2020=100,"Хувцас, бөс бараа, гутал",2023-11,135.4
2020=100,"Хувцас, бөс бараа, гутал",2023-10,133.3
2020=100,"Хувцас, бөс бараа, гутал",2023-09,132.2
2020=100,"Хувцас, бөс бараа, гутал",2023-08,131.8
2020=100,"Хувцас, бөс бараа, гутал",2023-07,131.5
2020=100,"Хувцас, бөс бараа, гутал",2023-06,131.9
2020=100,"Хувцас, бөс бараа, гутал",2023-05,131.3
2020=100,"Хувцас, бөс бараа, гутал",2023-04,131.0
2020=100,"Хувцас, бөс бараа, гутал",2023-03,129.8
2020=100,"Хувцас, бөс бараа, гутал",2023-02,129.8
2020=100,"Хувцас, бөс бараа, гутал",2023-01,128.8
2020=100,"Хувцас, бөс бараа, гутал",2022-12,127.6
2020=100,"Хувцас, бөс бараа, гутал",2022-11,126.1
2020=100,"Хувцас, бөс бараа, гутал",2022-10,124.2
2020=100,"Хувцас, бөс бараа, гутал",2022-09,122.0
2020=100,"Хувцас, бөс бараа, гутал",2022-08,120.7
2020=100,"Хувцас, бөс бараа, гутал",2022-07,118.4
2020=100,"Хувцас, бөс бараа, гутал",2022-06,118.0
2020=100,"Хувцас, бөс бараа, гутал",2022-05,116.7
2020=100,"Хувцас, бөс бараа, гутал",2022-04,115.7
2020=100,"Хувцас, бөс бараа, гутал",2022-03,114.4
2020=100,"Хувцас, бөс бараа, гутал",2022-02,113.7
2020=100,"Хувцас, бөс бараа, гутал",2022-01,111.5
2020=100,"Хувцас, бөс бараа, гутал",2021-12,107.7
2020=100,"Хувцас, бөс бараа, гутал",2021-11,105.6
2020=100,"Хувцас, бөс бараа, гутал",2021-10,104.9
2020=100,"Хувцас, бөс бараа, гутал",2021-09,103.6
2020=100,"Хувцас, бөс бараа, гутал",2021-08,103.0
2020=100,"Хувцас, бөс бараа, гутал",2021-07,102.5
2020=100,"Хувцас, бөс бараа, гутал",2021-06,102.1
2020=100,"Хувцас, бөс бараа, гутал",2021-05,101.8
2020=100,"Хувцас, бөс бараа, гутал",2021-04,101.7
2020=100,"Хувцас, бөс бараа, гутал",2021-03,101.7
2020=100,"Хувцас, бөс бараа, гутал",2021-02,101.5
2020=100,"Хувцас, бөс бараа, гутал",2021-01,101.9
2020=100,"Хувцас, бөс бараа, гутал",2020-12,102.0
2020=100,"Хувцас, бөс бараа, гутал",2020-11,101.5
2020=100,"Хувцас, бөс бараа, гутал",2020-10,101.4
2020=100,"Хувцас, бөс бараа, гутал",2020-09,100.1
2020=100,"Хувцас, бөс бараа, гутал",2020-08,99.8
2020=100,"Хувцас, бөс бараа, гутал",2020-07,99.6
2020=100,"Хувцас, бөс бараа, гутал",2020-06,99.4
2020=100,"Хувцас, бөс бараа, гутал",2020-05,99.3
2020=100,"Хувцас, бөс бараа, гутал",2020-04,99.0
2020=100,"Хувцас, бөс бараа, гутал",2020-03,99.4
2020=100,"Хувцас, бөс бараа, гутал",2020-02,99.3
2020=100,"Хувцас, бөс бараа, гутал",2020-01,99.2
2020=100,"Хувцас, бөс бараа, гутал",2019-12,98.8
2020=100,"Хувцас, бөс бараа, гутал",2019-11,97.8
2020=100,"Хувцас, бөс бараа, гутал",2019-10,97.2
2020=100,"Хувцас, бөс бараа, гутал",2019-09,96.6
2020=100,"Хувцас, бөс бараа, гутал",2019-08,96.3
2020=100,"Хувцас, бөс бараа, гутал",2019-07,95.9
2020=100,"Хувцас, бөс бараа, гутал",2019-06,95.6
2020=100,"Хувцас, бөс бараа, гутал",2019-05,94.9
2020=100,"Хувцас, бөс бараа, гутал",2019-04,94.5
2020=100,"Хувцас, бөс бараа, гутал",2019-03,93.8
2020=100,"Хувцас, бөс бараа, гутал",2019-02,93.2
2020=100,"Хувцас, бөс бараа, гутал",2019-01,92.9
2020=100,"Хувцас, бөс бараа, гутал",2018-12,92.3
2020=100,"Хувцас, бөс бараа, гутал",2018-11,91.8
2020=100,"Хувцас, бөс бараа, гутал",2018-10,89.9
2020=100,"Хувцас, бөс бараа, гутал",2018-09,88.7
2020=100,"Хувцас, бөс бараа, гутал",2018-08,88.2
2020=100,"Хувцас, бөс бараа, гутал",2018-07,87.5
2020=100,"Хувцас, бөс бараа, гутал",2018-06,87.1
2020=100,"Хувцас, бөс бараа, гутал",2018-05,87.4
2020=100,"Хувцас, бөс бараа, гутал",2018-04,87.1
2020=100,"Хувцас, бөс бараа, гутал",2018-03,87.4
2020=100,"Хувцас, бөс бараа, гутал",2018-02,87.6
2020=100,"Хувцас, бөс бараа, гутал",2018-01,88.2
2020=100,"Хувцас, бөс бараа, гутал",2017-12,87.8
2020=100,"Хувцас, бөс бараа, гутал",2017-11,87.5
2020=100,"Хувцас, бөс бараа, гутал",2017-10,86.9
2020=100,"Хувцас, бөс бараа, гутал",2017-09,86.0
2020=100,"Хувцас, бөс бараа, гутал",2017-08,85.1
2020=100,"Хувцас, бөс бараа, гутал",2017-07,84.9
2020=100,"Хувцас, бөс бараа, гутал",2017-06,84.8
2020=100,"Хувцас, бөс бараа, гутал",2017-05,84.7
2020=100,"Хувцас, бөс бараа, гутал",2017-04,84.6
2020=100,"Хувцас, бөс бараа, гутал",2017-03,84.2
2020=100,"Хувцас, бөс бараа, гутал",2017-02,83.8
2020=100,"Хувцас, бөс бараа, гутал",2017-01,84.4
2020=100,"Хувцас, бөс бараа, гутал",2016-12,84.4
2020=100,"Хувцас, бөс бараа, гутал",2016-11,84.0
2020=100,"Хувцас, бөс бараа, гутал",2016-10,83.2
2020=100,"Хувцас, бөс бараа, гутал",2016-09,83.2
2020=100,"Хувцас, бөс бараа, гутал",2016-08,83.1
2020=100,"Хувцас, бөс бараа, гутал",2016-07,83.4
2020=100,"Хувцас, бөс бараа, гутал",2016-06,82.8
2020=100,"Хувцас, бөс бараа, гутал",2016-05,82.7
2020=100,"Хувцас, бөс бараа, гутал",2016-04,82.7
2020=100,"Хувцас, бөс бараа, гутал",2016-03,82.5
2020=100,"Хувцас, бөс бараа, гутал",2016-02,82.4
2020=100,"Хувцас, бөс бараа, гутал",2016-01,82.1
2020=100,"Хувцас, бөс бараа, гутал",2015-12,82.5
2020=100,"Хувцас, бөс бараа, гутал",2015-11,82.3
2020=100,"Хувцас, бөс бараа, гутал",2015-10,81.7
2020=100,"Хувцас, бөс бараа, гутал",2015-09,81.2
2020=100,"Хувцас, бөс бараа, гутал",2015-08,81.0
2020=100,"Хувцас, бөс бараа, гутал",2015-07,80.8
2020=100,"Хувцас, бөс бараа, гутал",2015-06,80.8
2020=100,"Хувцас, бөс бараа, гутал",2015-05,80.6
2020=100,"Хувцас, бөс бараа, гутал",2015-04,80.2
2020=100,"Хувцас, бөс бараа, гутал",2015-03,79.6
2020=100,"Хувцас, бөс бараа, гутал",2015-02,79.1
2020=100,"Хувцас, бөс бараа, гутал",2015-01,78.8
2020=100,"Хувцас, бөс бараа, гутал",2014-12,77.6
2020=100,"Хувцас, бөс бараа, гутал",2014-11,76.6
2020=100,"Хувцас, бөс бараа, гутал",2014-10,75.8
2020=100,"Хувцас, бөс бараа, гутал",2014-09,74.9
2020=100,"Хувцас, бөс бараа, гутал",2014-08,73.8
2020=100,"Хувцас, бөс бараа, гутал",2014-07,73.4
2020=100,"Хувцас, бөс бараа, гутал",2014-06,72.7
2020=100,"Хувцас, бөс бараа, гутал",2014-05,71.6
2020=100,"Хувцас, бөс бараа, гутал",2014-04,71.1
2020=100,"Хувцас, бөс бараа, гутал",2014-03,70.2
2020=100,"Хувцас, бөс бараа, гутал",2014-02,69.6
2020=100,"Хувцас, бөс бараа, гутал",2014-01,69.0
2020=100,"Хувцас, бөс бараа, гутал",2013-12,67.5
2020=100,"Хувцас, бөс бараа, гутал",2013-11,66.0
2020=100,"Хувцас, бөс бараа, гутал",2013-10,63.9
2020=100,"Хувцас, бөс бараа, гутал",2013-09,62.4
2020=100,"Хувцас, бөс бараа, гутал",2013-08,61.0
2020=100,"Хувцас, бөс бараа, гутал",2013-07,60.7
2020=100,"Хувцас, бөс бараа, гутал",2013-06,60.4
2020=100,"Хувцас, бөс бараа, гутал",2013-05,60.0
2020=100,"Хувцас, бөс бараа, гутал",2013-04,59.5
2020=100,"Хувцас, бөс бараа, гутал",2013-03,59.2
2020=100,"Хувцас, бөс бараа, гутал",2013-02,59.0
2020=100,"Хувцас, бөс бараа, гутал",2013-01,58.7
2020=100,"Хувцас, бөс бараа, гутал",2012-12,58.1
2020=100,"Хувцас, бөс бараа, гутал",2012-11,57.3
2020=100,"Хувцас, бөс бараа, гутал",2012-10,56.1
2020=100,"Хувцас, бөс бараа, гутал",2012-09,55.1
2020=100,"Хувцас, бөс бараа, гутал",2012-08,54.6
2020=100,"Хувцас, бөс бараа, гутал",2012-07,54.3
2020=100,"Хувцас, бөс бараа, гутал",2012-06,54.0
2020=100,"Хувцас, бөс бараа, гутал",2012-05,53.5
2020=100,"Хувцас, бөс бараа, гутал",2012-04,52.5
2020=100,"Хувцас, бөс бараа, гутал",2012-03,52.1
2020=100,"Хувцас, бөс бараа, гутал",2012-02,51.7
2020=100,"Хувцас, бөс бараа, гутал",2012-01,50.5
2020=100,"Хувцас, бөс бараа, гутал",2011-12,49.9
2020=100,"Хувцас, бөс бараа, гутал",2011-11,48.9
2020=100,"Хувцас, бөс бараа, гутал",2011-10,47.9
2020=100,"Хувцас, бөс бараа, гутал",2011-09,47.0
2020=100,"Хувцас, бөс бараа, гутал",2011-08,46.6
2020=100,"Хувцас, бөс бараа, гутал",2011-07,46.5
2020=100,"Хувцас, бөс бараа, гутал",2011-06,46.1
2020=100,"Хувцас, бөс бараа, гутал",2011-05,46.0
2020=100,"Хувцас, бөс бараа, гутал",2011-04,45.6
2020=100,"Хувцас, бөс бараа, гутал",2011-03,45.4
2020=100,"Хувцас, бөс бараа, гутал",2011-02,45.1
2020=100,"Хувцас, бөс бараа, гутал",2011-01,44.9
2020=100,"Хувцас, бөс бараа, гутал",2010-12,44.5
2020=100,"Хувцас, бөс бараа, гутал",2010-11,43.7
2020=100,"Хувцас, бөс бараа, гутал",2010-10,43.1
2020=100,"Хувцас, бөс бараа, гутал",2010-09,42.8
2020=100,"Хувцас, бөс бараа, гутал",2010-08,42.6
2020=100,"Хувцас, бөс бараа, гутал",2010-07,42.2
2020=100,"Хувцас, бөс бараа, гутал",2010-06,42.2
2020=100,"Хувцас, бөс бараа, гутал",2010-05,42.0
2020=100,"Хувцас, бөс бараа, гутал",2010-04,41.7
2020=100,"Хувцас, бөс бараа, гутал",2010-03,41.7
2020=100,"Хувцас, бөс бараа, гутал",2010-02,41.0
2020=100,"Хувцас, бөс бараа, гутал",2010-01,40.7
2020=100,"Хувцас, бөс бараа, гутал",2009-12,
2020=100,"Хувцас, бөс бараа, гутал",2009-11,
2020=100,"Хувцас, бөс бараа, гутал",2009-10,
2020=100,"Хувцас, бөс бараа, гутал",2009-09,
2020=100,"Хувцас, бөс бараа, гутал",2009-08,
2020=100,"Хувцас, бөс бараа, гутал",2009-07,
2020=100,"Хувцас, бөс бараа, гутал",2009-06,
2020=100,"Хувцас, бөс бараа, гутал",2009-05,
2020=100,"Хувцас, бөс бараа, гутал",2009-04,
2020=100,"Хувцас, бөс бараа, гутал",2009-03,
2020=100,"Хувцас, бөс бараа, гутал",2009-02,
2020=100,"Хувцас, бөс бараа, гутал",2009-01,
2020=100,"Хувцас, бөс бараа, гутал",2008-12,
2020=100,"Хувцас, бөс бараа, гутал",2008-11,
2020=100,"Хувцас, бөс бараа, гутал",2008-10,
2020=100,"Хувцас, бөс бараа, гутал",2008-09,
2020=100,"Хувцас, бөс бараа, гутал",2008-08,
2020=100,"Хувцас, бөс бараа, гутал",2008-07,
2020=100,"Хувцас, бөс бараа, гутал",2008-06,
2020=100,"Хувцас, бөс бараа, гутал",2008-05,
2020=100,"Хувцас, бөс бараа, гутал",2008-04,
2020=100,"Хувцас, бөс бараа, гутал",2008-03,
2020=100,"Хувцас, бөс бараа, гутал",2008-02,
2020=100,"Хувцас, бөс бараа, гутал",2008-01,
2020=100,"Хувцас, бөс бараа, гутал",2007-12,
2020=100,"Хувцас, бөс бараа, гутал",2007-11,
2020=100,"Хувцас, бөс бараа, гутал",2007-10,
2020=100,"Хувцас, бөс бараа, гутал",2007-09,
2020=100,"Хувцас, бөс бараа, гутал",2007-08,
2020=100,"Хувцас, бөс бараа, гутал",2007-07,
2020=100,"Хувцас, бөс бараа, гутал",2007-06,
2020=100,"Хувцас, бөс бараа, гутал",2007-05,
2020=100,"Хувцас, бөс бараа, гутал",2007-04,
2020=100,"Хувцас, бөс бараа, гутал",2007-03,
2020=100,"Хувцас, бөс бараа, гутал",2007-02,
2020=100,"Хувцас, бөс бараа, гутал",2007-01,
2020=100,"Хувцас, бөс бараа, гутал",2006-12,
2020=100,"Хувцас, бөс бараа, гутал",2006-11,
2020=100,"Хувцас, бөс бараа, гутал",2006-10,
2020=100,"Хувцас, бөс бараа, гутал",2006-09,
2020=100,"Хувцас, бөс бараа, гутал",2006-08,
2020=100,"Хувцас, бөс бараа, гутал",2006-07,
2020=100,"Хувцас, бөс бараа, гутал",2006-06,
2020=100,"Хувцас, бөс бараа, гутал",2006-05,
2020=100,"Хувцас, бөс бараа, гутал",2006-04,
2020=100,"Хувцас, бөс бараа, гутал",2006-03,
2020=100,"Хувцас, бөс бараа, гутал",2006-02,
2020=100,"Хувцас, бөс бараа, гутал",2006-01,
2020=100,"Орон сууц, ус, цахилгаан, түлш",2026-07,172.0
2020=100,"Орон сууц, ус, цахилгаан, түлш",2026-06,171.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2026-05,165.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2026-04,165.7
2020=100,"Орон сууц, ус, цахилгаан, түлш",2026-03,164.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2026-02,165.1
2020=100,"Орон сууц, ус, цахилгаан, түлш",2026-01,166.7
2020=100,"Орон сууц, ус, цахилгаан, түлш",2025-12,167.1
2020=100,"Орон сууц, ус, цахилгаан, түлш",2025-11,166.8
2020=100,"Орон сууц, ус, цахилгаан, түлш",2025-10,167.0
2020=100,"Орон сууц, ус, цахилгаан, түлш",2025-09,165.5
2020=100,"Орон сууц, ус, цахилгаан, түлш",2025-08,164.7
2020=100,"Орон сууц, ус, цахилгаан, түлш",2025-07,163.8
2020=100,"Орон сууц, ус, цахилгаан, түлш",2025-06,163.0
2020=100,"Орон сууц, ус, цахилгаан, түлш",2025-05,162.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2025-04,162.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2025-03,161.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2025-02,161.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2025-01,158.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2024-12,158.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2024-11,156.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2024-10,137.5
2020=100,"Орон сууц, ус, цахилгаан, түлш",2024-09,134.8
2020=100,"Орон сууц, ус, цахилгаан, түлш",2024-08,134.0
2020=100,"Орон сууц, ус, цахилгаан, түлш",2024-07,133.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2024-06,131.5
2020=100,"Орон сууц, ус, цахилгаан, түлш",2024-05,131.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2024-04,131.1
2020=100,"Орон сууц, ус, цахилгаан, түлш",2024-03,130.5
2020=100,"Орон сууц, ус, цахилгаан, түлш",2024-02,129.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2024-01,129.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2023-12,128.7
2020=100,"Орон сууц, ус, цахилгаан, түлш",2023-11,128.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2023-10,126.1
2020=100,"Орон сууц, ус, цахилгаан, түлш",2023-09,125.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2023-08,125.8
2020=100,"Орон сууц, ус, цахилгаан, түлш",2023-07,125.7
2020=100,"Орон сууц, ус, цахилгаан, түлш",2023-06,125.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2023-05,125.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2023-04,125.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2023-03,124.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2023-02,124.8
2020=100,"Орон сууц, ус, цахилгаан, түлш",2023-01,124.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2022-12,123.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2022-11,122.7
2020=100,"Орон сууц, ус, цахилгаан, түлш",2022-10,122.1
2020=100,"Орон сууц, ус, цахилгаан, түлш",2022-09,120.8
2020=100,"Орон сууц, ус, цахилгаан, түлш",2022-08,120.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2022-07,119.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2022-06,118.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2022-05,117.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2022-04,117.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2022-03,109.7
2020=100,"Орон сууц, ус, цахилгаан, түлш",2022-02,109.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2022-01,108.8
2020=100,"Орон сууц, ус, цахилгаан, түлш",2021-12,106.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2021-11,105.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2021-10,104.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2021-09,107.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2021-08,106.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2021-07,104.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2021-06,103.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2021-05,103.5
2020=100,"Орон сууц, ус, цахилгаан, түлш",2021-04,103.5
2020=100,"Орон сууц, ус, цахилгаан, түлш",2021-03,94.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2021-02,94.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2021-01,94.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2020-12,93.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2020-11,102.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2020-10,101.5
2020=100,"Орон сууц, ус, цахилгаан, түлш",2020-09,101.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2020-08,100.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2020-07,100.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2020-06,100.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2020-05,100.1
2020=100,"Орон сууц, ус, цахилгаан, түлш",2020-04,99.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2020-03,100.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2020-02,100.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2020-01,99.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2019-12,99.5
2020=100,"Орон сууц, ус, цахилгаан, түлш",2019-11,99.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2019-10,99.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2019-09,98.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2019-08,98.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2019-07,97.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2019-06,97.0
2020=100,"Орон сууц, ус, цахилгаан, түлш",2019-05,95.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2019-04,94.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2019-03,95.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2019-02,95.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2019-01,95.0
2020=100,"Орон сууц, ус, цахилгаан, түлш",2018-12,96.5
2020=100,"Орон сууц, ус, цахилгаан, түлш",2018-11,95.5
2020=100,"Орон сууц, ус, цахилгаан, түлш",2018-10,91.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2018-09,88.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2018-08,87.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2018-07,87.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2018-06,87.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2018-05,87.0
2020=100,"Орон сууц, ус, цахилгаан, түлш",2018-04,86.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2018-03,87.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2018-02,85.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2018-01,85.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2017-12,82.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2017-11,82.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2017-10,82.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2017-09,80.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2017-08,78.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2017-07,76.0
2020=100,"Орон сууц, ус, цахилгаан, түлш",2017-06,76.0
2020=100,"Орон сууц, ус, цахилгаан, түлш",2017-05,76.5
2020=100,"Орон сууц, ус, цахилгаан, түлш",2017-04,76.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2017-03,77.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2017-02,77.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2017-01,77.2
2020=100,"Орон сууц, ус, цахилгаан, түлш",2016-12,78.7
2020=100,"Орон сууц, ус, цахилгаан, түлш",2016-11,78.7
2020=100,"Орон сууц, ус, цахилгаан, түлш",2016-10,76.8
2020=100,"Орон сууц, ус, цахилгаан, түлш",2016-09,76.1
2020=100,"Орон сууц, ус, цахилгаан, түлш",2016-08,75.9
2020=100,"Орон сууц, ус, цахилгаан, түлш",2016-07,75.8
2020=100,"Орон сууц, ус, цахилгаан, түлш",2016-06,75.1
2020=100,"Орон сууц, ус, цахилгаан, түлш",2016-05,75.6
2020=100,"Орон сууц, ус, цахилгаан, түлш",2016-04,75.8
2020=100,"Орон сууц, ус, цахилгаан, түлш",2016-03,75.8
2020=100,"Орон сууц, ус, цахилгаан, түлш",2016-02,76.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2016-01,77.1
2020=100,"Орон сууц, ус, цахилгаан, түлш",2015-12,77.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2015-11,78.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2015-10,75.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2015-09,74.4
2020=100,"Орон сууц, ус, цахилгаан, түлш",2015-08,73.7
2020=100,"Орон сууц, ус, цахилгаан, түлш",2015-07,73.3
2020=100,"Орон сууц, ус, цахилгаан, түлш",2015-06,73.5
2020=100,"Орон сууц, ус, цахилгаан, түлш",2015-05,73.7
2020=100,"Орон сууц, ус, цахилгаан, түлш",2015-04,74.0
2020=100,"Орон сууц, ус, цахилгаан, түлш",2015-03,74.8
2020=100,"Орон сууц, ус, цахилгаан, түлш",2015-02,75.6
