country,year,imports_usd_mn
Senegal,2021,4.64
Serbia,2021,1429.28
Seychelles,2021,0.0
Sierra Leone,2021,2.82
Singapore,2021,23137.14
Slovakia,2021,5545.69
Slovenia,2021,20577.86
Spain,2021,20080.69
Sri Lanka,2021,1364.38
Swaziland,2021,86.81
Sweden,2021,33247.01
Switzerland,2021,25706.93
Syrian Arab Republic,2021,1.2
Taiwan,2021,21047.23
Tajikistan,2021,25.38
Thailand,2021,37307.55
Tunisia,2021,773.85
Turkey,2021,71204.06
USA,2021,213383.5
Uganda,2021,0.08
Ukraine,2021,28582.25
United Arab Emirates,2021,6969.32
United Kingdom of Great Britain and Northern Ireland,2021,40051.73
Uruguay,2021,303.01
Uzbekistan,2021,3453.05
Vanuatu,2021,0.0
Venezuela,2021,0.0
Vietnam,2021,79716.6
Zimbabwe,2021,0.0
Afghanistan,2022,5.11
Albania,2022,410.03
Algeria,2022,39.22
Argentina,2022,6262.29
Armenia,2022,864.71
Aruba,2022,0.0
Australia,2022,115759.39
Austria,2022,37437.92
Azerbaijan,2022,580.94
Bahamas,2022,0.02
Bahrain,2022,0.0
Bangladesh,2022,9428.51
Belarus,2022,42602.64
Belgium,2022,17054.36
Bosnia and Herzegovina,2022,351.69
Brazil,2022,7851.76
Bulgaria,2022,4736.06
Cambodia,2022,1434.22
Canada,2022,21863.18
Chad,2022,0.0
Chile,2022,4920.37
China,2022,3072235.45
Colombia,2022,376.59
Costa Rica,2022,859.45
Croatia,2022,745.06
Cuba,2022,83.34
Cyprus,2022,545.12
Czech Republic,2022,13492.45
DPR Korea,2022,0.0
Denmark,2022,9789.18
Dominican Republic,2022,213.27
Ecuador,2022,4661.53
Egypt,2022,1555.84
El Salvador,2022,591.52
Estonia,2022,1221.35
Ethiopia,2022,148.88
Fiji,2022,48.65
Finland,2022,33017.08
France,2022,150906.89
Georgia,2022,2828.3
Germany,2022,182827.06
Greece,2022,2378.53
Greenland,2022,4.02
Guatemala,2022,1322.19
Haiti,2022,9.69
Honduras,2022,19.75
Hungary,2022,17189.78
Iceland,2022,1.11
India,2022,90983.08
Indonesia,2022,28551.91
Iran,2022,1385.02
Ireland,2022,51345.22
Israel,2022,1146.07
Italy,2022,68230.66
Jamaica,2022,32.26
Japan,2022,674255.49
Jordan,2022,418.62
Kazakhstan,2022,30736.29
Kenya,2022,136.73
Kirgizstan,2022,2882.5
Kuwait,2022,0.0
Lao PDR,2022,45.69
Latvia,2022,3520.32
Liechtenstein,2022,172.08
Lithuania,2022,8297.34
Luxemburg,2022,173.29
Macedonia,2022,546.29
Madagascar,2022,44.07
Malaysia,2022,76486.31
Mali,2022,4.53
Malta,2022,16.94
Mauritania,2022,0.06
Mauritius,2022,34.28
Mexico,2022,19385.09
Moldavia,2022,2442.0
Monaco,2022,0.68
Morocco,2022,2638.53
Myanmar,2022,1167.1
Namibia,2022,17.78
Nepal,2022,24.24
Netherlands,2022,18601.26
New Zealand,2022,12451.28
Nicaragua,2022,100.24
Norway,2022,857.13
Oman,2022,0.0
Pakistan,2022,2953.92
Peru,2022,415.99
Philippines,2022,7051.48
Poland,2022,97703.28
Portugal,2022,1733.75
Puerto Rico,2022,190.01
Qatar,2022,107.37
Republic of Korea,2022,424649.19
Republic of South Africa,2022,4571.96
Romania,2022,7845.5
Russian Federation,2022,2611464.97
Saudi Arabia,2022,7659.16
Senegal,2022,10.03
Serbia,2022,1045.12
Seychelles,2022,5.03
Sierra Leone,2022,207.41
Singapore,2022,33596.24
Slovakia,2022,13227.97
Slovenia,2022,22698.6
Spain,2022,23293.7
Sri Lanka,2022,2211.7
Swaziland,2022,167.98
Sweden,2022,35823.91
Switzerland,2022,28831.92
Syrian Arab Republic,2022,0.57
Taiwan,2022,18453.57
Tajikistan,2022,116.05
Thailand,2022,48614.66
Tunisia,2022,1391.0
Turkey,2022,108345.02
USA,2022,266072.99
Uganda,2022,0.11
Ukraine,2022,11011.39
United Arab Emirates,2022,4111.4
United Kingdom of Great Britain and Northern Ireland,2022,42923.76
Uruguay,2022,561.95
Uzbekistan,2022,6225.68
Vanuatu,2022,0.0
Venezuela,2022,2.08
Vietnam,2022,84998.34
Zimbabwe,2022,64.34
Afghanistan,2023,11.22
Albania,2023,266.3
Algeria,2023,6.16
Argentina,2023,7272.83
Armenia,2023,682.46
Aruba,2023,0.0
Australia,2023,127602.70999999999
Austria,2023,62137.81
Azerbaijan,2023,396.87
Bahamas,2023,0.0
Bahrain,2023,0.22
Bangladesh,2023,9304.11
Belarus,2023,32385.04
Belgium,2023,23471.95
Bosnia and Herzegovina,2023,177.05
Brazil,2023,9554.31
Bulgaria,2023,5388.77
Cambodia,2023,1991.84
Canada,2023,35120.74
Chad,2023,0.0
Chile,2023,5138.08
China,2023,3773277.73
Colombia,2023,383.29
Costa Rica,2023,1438.92
Croatia,2023,1003.22
Cuba,2023,86.99
Cyprus,2023,1120.68
Czech Republic,2023,18765.56
DPR Korea,2023,433.88
Denmark,2023,8948.05
Dominican Republic,2023,137.62
Ecuador,2023,285.88
Egypt,2023,877.47
El Salvador,2023,83.45
Estonia,2023,796.18
Ethiopia,2023,161.67
Fiji,2023,84.25
Finland,2023,38327.74
France,2023,93429.09
Georgia,2023,2334.67
Germany,2023,211359.49
Greece,2023,1109.87
Greenland,2023,4.23
Guatemala,2023,151.54
Haiti,2023,2.92
Honduras,2023,54.99
Hungary,2023,13314.83
Iceland,2023,0.56
India,2023,64053.44
Indonesia,2023,36231.67
Iran,2023,1010.73
Ireland,2023,8619.63
Israel,2023,2225.37
Italy,2023,90028.7
Jamaica,2023,6.5
Japan,2023,716335.28
Jordan,2023,2656.13
Kazakhstan,2023,54697.35
Kenya,2023,393.09
Kirgizstan,2023,910.06
Kuwait,2023,26.19
Lao PDR,2023,55.57
Latvia,2023,4341.88
Liechtenstein,2023,118.76
Lithuania,2023,6657.37
Luxemburg,2023,152.88
Macedonia,2023,574.39
Madagascar,2023,55.99
Malaysia,2023,59111.97
Mali,2023,3.7
Malta,2023,3566.79
Mauritania,2023,0.37
Mauritius,2023,12.54
Mexico,2023,19879.29
Moldavia,2023,1579.32
Monaco,2023,0.74
Morocco,2023,1354.3
Myanmar,2023,1852.79
Namibia,2023,9.42
Nepal,2023,12.57
Netherlands,2023,22952.28
New Zealand,2023,12455.07
Nicaragua,2023,51.39
Norway,2023,951.93
Oman,2023,3.29
Pakistan,2023,3917.07
Peru,2023,184.2
Philippines,2023,6163.21
Poland,2023,94380.72
Portugal,2023,2142.99
Puerto Rico,2023,239.99
Qatar,2023,292.54
Republic of Korea,2023,415159.68
Republic of South Africa,2023,5562.83
Romania,2023,6089.49
Russian Federation,2023,2386277.22
Saudi Arabia,2023,6373.57
Senegal,2023,0.02
Serbia,2023,798.96
Seychelles,2023,0.31
Sierra Leone,2023,22.26
Singapore,2023,35819.19
Slovakia,2023,8910.42
Slovenia,2023,25594.49
Spain,2023,23857.57
Sri Lanka,2023,1572.33
Swaziland,2023,199.25
Sweden,2023,37763.51
Switzerland,2023,27776.03
Syrian Arab Republic,2023,2.82
Taiwan,2023,16308.5
Tajikistan,2023,64.22
Thailand,2023,53405.54
Tunisia,2023,1544.77
Turkey,2023,95906.49
USA,2023,280802.71
Uganda,2023,0.0
Ukraine,2023,13086.99
United Arab Emirates,2023,4079.59
United Kingdom of Great Britain and Northern Ireland,2023,58406.85
Uruguay,2023,225.39
Uzbekistan,2023,5427.53
Vanuatu,2023,0.0
Venezuela,2023,0.0
Vietnam,2023,114805.33
Zimbabwe,2023,9.57
Afghanistan,2024,0.01
Albania,2024,249.41
Algeria,2024,2.77
Argentina,2024,7590.27
Armenia,2024,654.82
Aruba,2024,0.36
Australia,2024,134013.85
Austria,2024,34507.8
Azerbaijan,2024,300.64
Bahamas,2024,0.0
Bahrain,2024,0.0
Bangladesh,2024,8516.56
Belarus,2024,24597.27
Belgium,2024,22998.24
Bosnia and Herzegovina,2024,180.68
Brazil,2024,17395.8
Bulgaria,2024,3580.59
Cambodia,2024,2938.97
Canada,2024,36185.64
Chad,2024,0.0
Chile,2024,3518.34
China,2024,4672473.6
Colombia,2024,528.08
Costa Rica,2024,1200.64
Croatia,2024,742.58
Cuba,2024,38.86
Cyprus,2024,781.21
Czech Republic,2024,17756.81
DPR Korea,2024,437.69
Denmark,2024,9136.58
Dominican Republic,2024,171.94
Ecuador,2024,161.05
Egypt,2024,1356.49
El Salvador,2024,519.41
Estonia,2024,1584.02
Ethiopia,2024,255.13
Fiji,2024,124.83
Finland,2024,73404.5
France,2024,135664.55
Georgia,2024,2464.01
Germany,2024,255108.45
Greece,2024,1992.05
Greenland,2024,28.39
Guatemala,2024,177.12
Haiti,2024,2.14
Honduras,2024,13.89
Hungary,2024,15296.74
Iceland,2024,2.45
India,2024,110371.92
Indonesia,2024,51106.84
Iran,2024,1340.63
Ireland,2024,14940.83
Israel,2024,1543.35
Italy,2024,98878.62
Jamaica,2024,0.0
Japan,2024,1175021.22
Jordan,2024,468.66
Kazakhstan,2024,47346.46
Kenya,2024,132.81
Kirgizstan,2024,1613.95
Kuwait,2024,0.0
Lao PDR,2024,148.99
Latvia,2024,4543.62
Liechtenstein,2024,201.35
Lithuania,2024,6737.82
Luxemburg,2024,200.69
Macedonia,2024,483.21
Madagascar,2024,40.32
Malaysia,2024,77196.54
Mali,2024,3.37
Malta,2024,4170.24
Mauritania,2024,0.0
Mauritius,2024,7.35
Mexico,2024,31919.97
Moldavia,2024,1425.74
Monaco,2024,5.81
Morocco,2024,1120.39
Myanmar,2024,1456.3
Namibia,2024,6.89
Nepal,2024,40.02
Netherlands,2024,20486.23
New Zealand,2024,15095.61
Nicaragua,2024,23.29
Norway,2024,875.38
Oman,2024,0.0
Pakistan,2024,4351.44
Peru,2024,232.99
Philippines,2024,6575.69
Poland,2024,104036.18
Portugal,2024,2171.61
Puerto Rico,2024,638.26
Qatar,2024,44.03
Republic of Korea,2024,482320.12
Republic of South Africa,2024,11779.21
Romania,2024,10483.37
Russian Federation,2024,2824789.12
Saudi Arabia,2024,941.93
Senegal,2024,0.48
Serbia,2024,1412.97
Seychelles,2024,0.0
Sierra Leone,2024,27.61
Singapore,2024,44970.37
Slovakia,2024,6913.67
Slovenia,2024,25953.3
Spain,2024,33977.85
Sri Lanka,2024,2254.48
Swaziland,2024,2.12
Sweden,2024,37174.2
Switzerland,2024,32705.68
Syrian Arab Republic,2024,1.32
Taiwan,2024,15157.65
Tajikistan,2024,70.9
Thailand,2024,57948.32
Tunisia,2024,1553.76
Turkey,2024,113086.28
USA,2024,535157.72
Uganda,2024,0.0
Ukraine,2024,11944.0
United Arab Emirates,2024,4956.23
United Kingdom of Great Britain and Northern Ireland,2024,49515.62
Uruguay,2024,299.02
Uzbekistan,2024,4726.44
Vanuatu,2024,0.0
Venezuela,2024,0.12
Vietnam,2024,114937.06
Zimbabwe,2024,0.31
Afghanistan,2025,0.0
Albania,2025,174.0
Algeria,2025,93.95
Argentina,2025,7237.81
Armenia,2025,1116.37
Aruba,2025,0.0
Australia,2025,144998.69
Austria,2025,47967.58
Azerbaijan,2025,390.62
Bahamas,2025,0.0
Bahrain,2025,0.47
Bangladesh,2025,8878.67
Belarus,2025,19983.04
Belgium,2025,21779.77
Bosnia and Herzegovina,2025,87.42
Brazil,2025,99639.85
Bulgaria,2025,5092.7
Cambodia,2025,2354.19
Canada,2025,40766.13
Chad,2025,0.67
Chile,2025,1603.79
China,2025,4655641.77
Colombia,2025,1612.8
Costa Rica,2025,1093.45
Croatia,2025,932.93
Cuba,2025,371.63
Cyprus,2025,894.02
Czech Republic,2025,20493.26
DPR Korea,2025,379.96
Denmark,2025,7948.84
Dominican Republic,2025,184.02
Ecuador,2025,228.39
Egypt,2025,639.9
El Salvador,2025,73.36
Estonia,2025,1006.76
Ethiopia,2025,249.94
Fiji,2025,27.66
Finland,2025,72569.24
France,2025,98568.97
Georgia,2025,2102.94
Germany,2025,273380.79
Greece,2025,1876.21
Greenland,2025,0.82
Guatemala,2025,292.48
Haiti,2025,1.71
Honduras,2025,19.83
Hungary,2025,16495.6
Iceland,2025,3.13
India,2025,100592.67
Indonesia,2025,47318.25
Iran,2025,560.19
Ireland,2025,12285.85
Israel,2025,3144.29
Italy,2025,106997.54
Jamaica,2025,0.0
Japan,2025,1094792.76
Jordan,2025,389.92
Kazakhstan,2025,45273.86
Kenya,2025,78.61
Kirgizstan,2025,1409.08
Kuwait,2025,5.73
Lao PDR,2025,49.77
Latvia,2025,3631.47
Liechtenstein,2025,185.81
Lithuania,2025,4607.3
Luxemburg,2025,284.59
Macedonia,2025,661.54
Madagascar,2025,50.64
Malaysia,2025,86151.61
Mali,2025,0.0
Malta,2025,58.51
Mauritania,2025,0.51
Mauritius,2025,14.79
Mexico,2025,29265.71
Moldavia,2025,612.06
Monaco,2025,15.15
Morocco,2025,999.42
Myanmar,2025,1838.79
Namibia,2025,7.12
Nepal,2025,72.99
Netherlands,2025,21691.59
New Zealand,2025,13622.97
Nicaragua,2025,6.86
Norway,2025,794.0
Oman,2025,0.0
Pakistan,2025,4057.65
Peru,2025,166.73
Philippines,2025,7585.57
Poland,2025,96441.45
Portugal,2025,2534.01
Puerto Rico,2025,664.31
Qatar,2025,25.97
Republic of Korea,2025,468318.35
Republic of South Africa,2025,4219.4
Romania,2025,6901.58
Russian Federation,2025,2785488.96
Saudi Arabia,2025,159.55
Senegal,2025,0.34
Serbia,2025,1807.36
Seychelles,2025,0.0
Sierra Leone,2025,9.94
Singapore,2025,44665.24
Slovakia,2025,7934.23
Slovenia,2025,29744.9
Spain,2025,22820.92
Sri Lanka,2025,2018.89
Swaziland,2025,99.21
Sweden,2025,57016.53
Switzerland,2025,29652.55
Syrian Arab Republic,2025,1.7
Taiwan,2025,14107.91
Tajikistan,2025,89.38
Thailand,2025,58375.61
Tunisia,2025,1210.16
Turkey,2025,84744.59
USA,2025,417673.83
Uganda,2025,20.44
Ukraine,2025,12642.59
United Arab Emirates,2025,4578.08
United Kingdom of Great Britain and Northern Ireland,2025,49749.82
Uruguay,2025,686.24
Uzbekistan,2025,6613.94
Vanuatu,2025,0.0
Venezuela,2025,0.88
Vietnam,2025,125583.61
Zimbabwe,2025,0.0
