Indicator,Region,Month,value
 Wheat,Uvurkhangai,2023-10,1000000.0
 Wheat,Uvurkhangai,2023-09,1000000.0
 Wheat,Uvurkhangai,2023-08,1100000.0
 Wheat,Uvurkhangai,2023-07,1100000.0
 Wheat,Uvurkhangai,2023-06,1100000.0
 Wheat,Uvurkhangai,2023-05,1100000.0
 Wheat,Uvurkhangai,2023-04,1200000.0
 Wheat,Uvurkhangai,2023-03,1200000.0
 Wheat,Uvurkhangai,2023-02,1200000.0
 Wheat,Uvurkhangai,2023-01,1280000.0
 Wheat,Uvurkhangai,2022-12,1280000.0
 Wheat,Uvurkhangai,2022-11,1280000.0
 Wheat,Uvurkhangai,2022-10,1020000.0
 Wheat,Uvurkhangai,2022-09,
 Wheat,Uvurkhangai,2022-08,
 Wheat,Uvurkhangai,2022-07,
 Wheat,Uvurkhangai,2022-06,660000.0
 Wheat,Uvurkhangai,2022-05,700000.0
 Wheat,Uvurkhangai,2022-04,700000.0
 Wheat,Uvurkhangai,2022-03,700000.0
 Wheat,Uvurkhangai,2022-02,700000.0
 Wheat,Uvurkhangai,2022-01,700000.0
 Wheat,Uvurkhangai,2021-12,680000.0
 Wheat,Uvurkhangai,2021-11,680000.0
 Wheat,Uvurkhangai,2021-10,680000.0
 Wheat,Uvurkhangai,2021-09,680000.0
 Wheat,Uvurkhangai,2021-08,680000.0
 Wheat,Uvurkhangai,2021-07,660000.0
 Wheat,Uvurkhangai,2021-06,660000.0
 Wheat,Uvurkhangai,2021-05,660000.0
 Wheat,Uvurkhangai,2021-04,660000.0
 Wheat,Uvurkhangai,2021-03,660000.0
 Wheat,Uvurkhangai,2021-02,660000.0
 Wheat,Uvurkhangai,2021-01,660000.0
 Wheat,Uvurkhangai,2020-12,660000.0
 Wheat,Uvurkhangai,2020-11,700000.0
 Wheat,Uvurkhangai,2020-10,600000.0
 Wheat,Uvurkhangai,2020-09,600000.0
 Wheat,Uvurkhangai,2020-08,600000.0
 Wheat,Uvurkhangai,2020-07,600000.0
 Wheat,Uvurkhangai,2020-06,600000.0
 Wheat,Uvurkhangai,2020-05,690000.0
 Wheat,Uvurkhangai,2020-04,700000.0
 Wheat,Uvurkhangai,2020-03,700000.0
 Wheat,Uvurkhangai,2020-02,600000.0
 Wheat,Uvurkhangai,2020-01,600000.0
 Wheat,Uvurkhangai,2019-12,560000.0
 Wheat,Uvurkhangai,2019-11,560000.0
 Wheat,Uvurkhangai,2019-10,560000.0
 Wheat,Uvurkhangai,2019-09,560000.0
 Wheat,Uvurkhangai,2019-08,560000.0
 Wheat,Uvurkhangai,2019-07,560000.0
 Wheat,Uvurkhangai,2019-06,560000.0
 Wheat,Uvurkhangai,2019-05,560000.0
 Wheat,Uvurkhangai,2019-04,560000.0
 Wheat,Uvurkhangai,2019-03,560000.0
 Wheat,Uvurkhangai,2019-02,560000.0
 Wheat,Uvurkhangai,2019-01,560000.0
 Wheat,Uvurkhangai,2018-12,560000.0
 Wheat,Khuvsgul,2025-12,1400000.0
 Wheat,Khuvsgul,2025-11,1400000.0
 Wheat,Khuvsgul,2025-10,
 Wheat,Khuvsgul,2025-09,
 Wheat,Khuvsgul,2025-08,
 Wheat,Khuvsgul,2025-07,
 Wheat,Khuvsgul,2025-06,
 Wheat,Khuvsgul,2025-05,
 Wheat,Khuvsgul,2025-04,
 Wheat,Khuvsgul,2025-03,
 Wheat,Khuvsgul,2025-02,
 Wheat,Khuvsgul,2025-01,
 Wheat,Khuvsgul,2024-12,
 Wheat,Khuvsgul,2024-11,1100000.0
 Wheat,Khuvsgul,2024-10,
 Wheat,Khuvsgul,2024-09,1200000.0
 Wheat,Khuvsgul,2024-08,1200000.0
 Wheat,Khuvsgul,2024-07,
 Wheat,Khuvsgul,2024-06,
 Wheat,Khuvsgul,2024-05,
 Wheat,Khuvsgul,2024-04,
 Wheat,Khuvsgul,2024-03,
 Wheat,Khuvsgul,2024-02,
 Wheat,Khuvsgul,2024-01,1000000.0
 Wheat,Khuvsgul,2023-12,1000000.0
 Wheat,Khuvsgul,2023-11,900000.0
 Wheat,Khuvsgul,2023-10,900000.0
 Wheat,Khuvsgul,2023-09,
 Wheat,Khuvsgul,2023-08,
 Wheat,Khuvsgul,2023-07,
 Wheat,Khuvsgul,2023-06,
 Wheat,Khuvsgul,2023-05,
 Wheat,Khuvsgul,2023-04,900000.0
 Wheat,Khuvsgul,2023-03,900000.0
 Wheat,Khuvsgul,2023-02,750000.0
 Wheat,Khuvsgul,2023-01,
 Wheat,Khuvsgul,2022-12,
 Wheat,Khuvsgul,2022-11,970000.0
 Wheat,Khuvsgul,2022-10,900000.0
 Wheat,Khuvsgul,2022-09,850000.0
 Wheat,Khuvsgul,2022-08,
 Wheat,Khuvsgul,2022-07,
 Wheat,Khuvsgul,2022-06,
 Wheat,Khuvsgul,2022-05,650000.0
 Wheat,Khuvsgul,2022-04,
 Wheat,Khuvsgul,2022-03,650000.0
 Wheat,Khuvsgul,2022-02,650000.0
 Wheat,Khuvsgul,2022-01,630000.0
 Wheat,Khuvsgul,2021-12,650000.0
 Wheat,Khuvsgul,2021-11,
 Wheat,Khuvsgul,2021-10,
 Wheat,Khuvsgul,2021-09,
 Wheat,Khuvsgul,2021-08,
 Wheat,Khuvsgul,2021-07,
 Wheat,Khuvsgul,2021-06,
 Wheat,Khuvsgul,2021-05,
 Wheat,Khuvsgul,2021-04,
 Wheat,Khuvsgul,2021-03,
 Wheat,Khuvsgul,2021-02,850000.0
 Wheat,Khuvsgul,2021-01,900000.0
 Wheat,Khuvsgul,2020-12,
 Wheat,Khuvsgul,2020-11,
 Wheat,Khuvsgul,2020-10,
 Wheat,Khuvsgul,2020-09,
 Wheat,Khuvsgul,2020-08,
 Wheat,Khuvsgul,2020-07,
 Wheat,Khuvsgul,2020-06,
 Wheat,Khuvsgul,2020-05,
 Wheat,Khuvsgul,2020-04,800000.0
 Wheat,Khuvsgul,2020-03,
 Wheat,Khuvsgul,2020-02,
 Wheat,Khuvsgul,2020-01,
 Wheat,Khuvsgul,2019-12,
 Wheat,Khuvsgul,2019-11,
 Wheat,Khuvsgul,2019-10,
 Wheat,Khuvsgul,2019-09,
 Wheat,Khuvsgul,2019-08,
 Wheat,Khuvsgul,2019-07,
 Wheat,Khuvsgul,2019-06,
 Wheat,Khuvsgul,2019-05,
 Wheat,Khuvsgul,2019-04,
 Wheat,Khuvsgul,2019-03,
 Wheat,Khuvsgul,2019-02,
 Wheat,Khuvsgul,2019-01,450000.0
 Wheat,Khuvsgul,2018-12,600000.0
 Wheat,Orkhon,2025-12,
 Wheat,Orkhon,2025-11,
 Wheat,Orkhon,2025-10,
 Wheat,Orkhon,2025-09,1320000.0
 Wheat,Orkhon,2025-08,
 Wheat,Orkhon,2025-07,
 Wheat,Orkhon,2025-06,
 Wheat,Orkhon,2025-05,
 Wheat,Orkhon,2025-04,1320000.0
 Wheat,Orkhon,2025-03,
 Wheat,Orkhon,2025-02,
 Wheat,Orkhon,2025-01,
 Wheat,Orkhon,2024-12,
 Wheat,Orkhon,2024-11,
 Wheat,Orkhon,2024-10,
 Wheat,Orkhon,2024-09,
 Wheat,Orkhon,2024-08,
 Wheat,Orkhon,2024-07,
 Wheat,Orkhon,2024-06,
 Wheat,Orkhon,2024-05,
 Wheat,Orkhon,2024-04,
 Wheat,Orkhon,2024-03,
 Wheat,Orkhon,2024-02,
 Wheat,Orkhon,2024-01,
 Wheat,Orkhon,2023-12,
 Wheat,Orkhon,2023-11,
 Wheat,Orkhon,2023-10,
 Wheat,Orkhon,2023-09,
 Wheat,Orkhon,2023-08,
 Wheat,Orkhon,2023-07,
 Wheat,Orkhon,2023-06,
 Wheat,Orkhon,2023-05,
 Wheat,Orkhon,2023-04,
 Wheat,Orkhon,2023-03,
 Wheat,Orkhon,2023-02,
 Wheat,Orkhon,2023-01,
 Wheat,Orkhon,2022-12,
 Wheat,Orkhon,2022-11,
 Wheat,Orkhon,2022-10,
 Wheat,Orkhon,2022-09,
 Wheat,Orkhon,2022-08,
 Wheat,Orkhon,2022-07,
 Wheat,Orkhon,2022-06,
 Wheat,Orkhon,2022-05,
 Wheat,Orkhon,2022-04,
 Wheat,Orkhon,2022-03,
 Wheat,Orkhon,2022-02,500000.0
 Wheat,Orkhon,2022-01,500000.0
 Wheat,Orkhon,2021-12,
 Wheat,Orkhon,2021-11,
 Wheat,Orkhon,2021-10,
 Wheat,Orkhon,2021-09,
 Wheat,Orkhon,2021-08,
 Wheat,Orkhon,2021-07,
 Wheat,Orkhon,2021-06,
 Wheat,Orkhon,2021-05,
 Wheat,Orkhon,2021-04,
 Wheat,Orkhon,2021-03,
 Wheat,Orkhon,2021-02,
 Wheat,Orkhon,2021-01,
 Wheat,Orkhon,2020-12,
 Wheat,Orkhon,2020-11,
 Wheat,Orkhon,2020-10,
 Wheat,Orkhon,2020-09,
 Wheat,Orkhon,2020-08,
 Wheat,Orkhon,2020-07,
 Wheat,Orkhon,2020-06,
 Wheat,Orkhon,2020-05,
 Wheat,Orkhon,2020-04,
 Wheat,Orkhon,2020-03,
 Wheat,Orkhon,2020-02,
 Wheat,Orkhon,2020-01,
 Wheat,Orkhon,2019-12,
 Wheat,Orkhon,2019-11,
 Wheat,Orkhon,2019-10,
 Wheat,Orkhon,2019-09,
 Wheat,Orkhon,2019-08,
 Wheat,Orkhon,2019-07,
 Wheat,Orkhon,2019-06,
 Wheat,Orkhon,2019-05,
 Wheat,Orkhon,2019-04,
 Wheat,Orkhon,2019-03,
 Wheat,Orkhon,2019-02,
 Wheat,Orkhon,2019-01,
 Wheat,Orkhon,2018-12,
 Wheat,Central region,2025-12,
 Wheat,Central region,2025-11,
 Wheat,Central region,2025-10,
 Wheat,Central region,2025-09,
 Wheat,Central region,2025-08,
 Wheat,Central region,2025-07,
 Wheat,Central region,2025-06,
 Wheat,Central region,2025-05,
 Wheat,Central region,2025-04,
 Wheat,Central region,2025-03,
 Wheat,Central region,2025-02,
 Wheat,Central region,2025-01,
 Wheat,Central region,2024-12,
 Wheat,Central region,2024-11,
 Wheat,Central region,2024-10,
 Wheat,Central region,2024-09,
 Wheat,Central region,2024-08,
 Wheat,Central region,2024-07,
 Wheat,Central region,2024-06,
 Wheat,Central region,2024-05,
 Wheat,Central region,2024-04,
 Wheat,Central region,2024-03,
 Wheat,Central region,2024-02,
 Wheat,Central region,2024-01,
 Wheat,Central region,2023-12,
 Wheat,Central region,2023-11,
 Wheat,Central region,2023-10,
 Wheat,Central region,2023-09,
 Wheat,Central region,2023-08,
 Wheat,Central region,2023-07,
 Wheat,Central region,2023-06,
 Wheat,Central region,2023-05,
 Wheat,Central region,2023-04,
 Wheat,Central region,2023-03,
 Wheat,Central region,2023-02,
 Wheat,Central region,2023-01,
 Wheat,Central region,2022-12,
 Wheat,Central region,2022-11,
 Wheat,Central region,2022-10,
 Wheat,Central region,2022-09,
 Wheat,Central region,2022-08,
 Wheat,Central region,2022-07,
 Wheat,Central region,2022-06,
 Wheat,Central region,2022-05,
 Wheat,Central region,2022-04,
 Wheat,Central region,2022-03,
 Wheat,Central region,2022-02,
 Wheat,Central region,2022-01,
 Wheat,Central region,2021-12,
 Wheat,Central region,2021-11,
 Wheat,Central region,2021-10,
 Wheat,Central region,2021-09,
 Wheat,Central region,2021-08,
 Wheat,Central region,2021-07,
 Wheat,Central region,2021-06,
 Wheat,Central region,2021-05,
 Wheat,Central region,2021-04,
 Wheat,Central region,2021-03,
 Wheat,Central region,2021-02,
 Wheat,Central region,2021-01,
 Wheat,Central region,2020-12,
 Wheat,Central region,2020-11,
 Wheat,Central region,2020-10,
 Wheat,Central region,2020-09,
 Wheat,Central region,2020-08,
 Wheat,Central region,2020-07,
 Wheat,Central region,2020-06,
 Wheat,Central region,2020-05,
 Wheat,Central region,2020-04,
 Wheat,Central region,2020-03,
 Wheat,Central region,2020-02,
 Wheat,Central region,2020-01,
 Wheat,Central region,2019-12,
 Wheat,Central region,2019-11,
 Wheat,Central region,2019-10,
 Wheat,Central region,2019-09,
 Wheat,Central region,2019-08,
 Wheat,Central region,2019-07,
 Wheat,Central region,2019-06,
 Wheat,Central region,2019-05,
 Wheat,Central region,2019-04,
 Wheat,Central region,2019-03,
 Wheat,Central region,2019-02,
 Wheat,Central region,2019-01,
 Wheat,Central region,2018-12,
 Wheat,Govisumber,2025-12,
 Wheat,Govisumber,2025-11,
 Wheat,Govisumber,2025-10,
 Wheat,Govisumber,2025-09,
 Wheat,Govisumber,2025-08,
 Wheat,Govisumber,2025-07,
 Wheat,Govisumber,2025-06,
 Wheat,Govisumber,2025-05,
 Wheat,Govisumber,2025-04,
 Wheat,Govisumber,2025-03,
 Wheat,Govisumber,2025-02,
 Wheat,Govisumber,2025-01,
 Wheat,Govisumber,2024-12,
 Wheat,Govisumber,2024-11,
 Wheat,Govisumber,2024-10,
 Wheat,Govisumber,2024-09,
 Wheat,Govisumber,2024-08,
 Wheat,Govisumber,2024-07,
 Wheat,Govisumber,2024-06,
 Wheat,Govisumber,2024-05,
 Wheat,Govisumber,2024-04,
 Wheat,Govisumber,2024-03,
 Wheat,Govisumber,2024-02,
 Wheat,Govisumber,2024-01,
 Wheat,Govisumber,2023-12,
 Wheat,Govisumber,2023-11,
 Wheat,Govisumber,2023-10,
 Wheat,Govisumber,2023-09,
 Wheat,Govisumber,2023-08,
 Wheat,Govisumber,2023-07,
 Wheat,Govisumber,2023-06,
 Wheat,Govisumber,2023-05,
 Wheat,Govisumber,2023-04,
 Wheat,Govisumber,2023-03,
 Wheat,Govisumber,2023-02,
 Wheat,Govisumber,2023-01,
 Wheat,Govisumber,2022-12,
 Wheat,Govisumber,2022-11,
 Wheat,Govisumber,2022-10,
 Wheat,Govisumber,2022-09,
 Wheat,Govisumber,2022-08,
 Wheat,Govisumber,2022-07,
 Wheat,Govisumber,2022-06,
 Wheat,Govisumber,2022-05,
 Wheat,Govisumber,2022-04,
 Wheat,Govisumber,2022-03,
 Wheat,Govisumber,2022-02,
 Wheat,Govisumber,2022-01,
 Wheat,Govisumber,2021-12,
 Wheat,Govisumber,2021-11,
 Wheat,Govisumber,2021-10,
 Wheat,Govisumber,2021-09,
 Wheat,Govisumber,2021-08,
 Wheat,Govisumber,2021-07,
 Wheat,Govisumber,2021-06,
 Wheat,Govisumber,2021-05,
 Wheat,Govisumber,2021-04,
 Wheat,Govisumber,2021-03,
 Wheat,Govisumber,2021-02,
 Wheat,Govisumber,2021-01,
 Wheat,Govisumber,2020-12,
 Wheat,Govisumber,2020-11,
 Wheat,Govisumber,2020-10,
 Wheat,Govisumber,2020-09,
 Wheat,Govisumber,2020-08,
 Wheat,Govisumber,2020-07,
 Wheat,Govisumber,2020-06,
 Wheat,Govisumber,2020-05,
 Wheat,Govisumber,2020-04,
 Wheat,Govisumber,2020-03,
 Wheat,Govisumber,2020-02,
 Wheat,Govisumber,2020-01,
 Wheat,Govisumber,2019-12,
 Wheat,Govisumber,2019-11,
 Wheat,Govisumber,2019-10,
 Wheat,Govisumber,2019-09,
 Wheat,Govisumber,2019-08,
 Wheat,Govisumber,2019-07,
 Wheat,Govisumber,2019-06,
 Wheat,Govisumber,2019-05,
 Wheat,Govisumber,2019-04,
 Wheat,Govisumber,2019-03,
 Wheat,Govisumber,2019-02,
 Wheat,Govisumber,2019-01,
 Wheat,Govisumber,2018-12,
 Wheat,Darkhan-Uul,2025-12,
 Wheat,Darkhan-Uul,2025-11,
 Wheat,Darkhan-Uul,2025-10,
 Wheat,Darkhan-Uul,2025-09,
 Wheat,Darkhan-Uul,2025-08,
 Wheat,Darkhan-Uul,2025-07,
 Wheat,Darkhan-Uul,2025-06,
 Wheat,Darkhan-Uul,2025-05,
 Wheat,Darkhan-Uul,2025-04,
 Wheat,Darkhan-Uul,2025-03,
 Wheat,Darkhan-Uul,2025-02,
 Wheat,Darkhan-Uul,2025-01,
 Wheat,Darkhan-Uul,2024-12,
 Wheat,Darkhan-Uul,2024-11,
 Wheat,Darkhan-Uul,2024-10,
 Wheat,Darkhan-Uul,2024-09,
 Wheat,Darkhan-Uul,2024-08,
 Wheat,Darkhan-Uul,2024-07,
 Wheat,Darkhan-Uul,2024-06,
 Wheat,Darkhan-Uul,2024-05,
 Wheat,Darkhan-Uul,2024-04,
 Wheat,Darkhan-Uul,2024-03,
 Wheat,Darkhan-Uul,2024-02,
 Wheat,Darkhan-Uul,2024-01,
 Wheat,Darkhan-Uul,2023-12,
 Wheat,Darkhan-Uul,2023-11,
 Wheat,Darkhan-Uul,2023-10,900000.0
 Wheat,Darkhan-Uul,2023-09,
 Wheat,Darkhan-Uul,2023-08,
 Wheat,Darkhan-Uul,2023-07,
 Wheat,Darkhan-Uul,2023-06,
 Wheat,Darkhan-Uul,2023-05,
 Wheat,Darkhan-Uul,2023-04,
 Wheat,Darkhan-Uul,2023-03,
 Wheat,Darkhan-Uul,2023-02,
 Wheat,Darkhan-Uul,2023-01,
 Wheat,Darkhan-Uul,2022-12,880000.0
 Wheat,Darkhan-Uul,2022-11,880000.0
 Wheat,Darkhan-Uul,2022-10,880000.0
 Wheat,Darkhan-Uul,2022-09,880000.0
 Wheat,Darkhan-Uul,2022-08,
 Wheat,Darkhan-Uul,2022-07,
 Wheat,Darkhan-Uul,2022-06,
 Wheat,Darkhan-Uul,2022-05,550000.0
 Wheat,Darkhan-Uul,2022-04,550000.0
 Wheat,Darkhan-Uul,2022-03,550000.0
 Wheat,Darkhan-Uul,2022-02,
 Wheat,Darkhan-Uul,2022-01,
 Wheat,Darkhan-Uul,2021-12,
 Wheat,Darkhan-Uul,2021-11,
 Wheat,Darkhan-Uul,2021-10,
 Wheat,Darkhan-Uul,2021-09,
 Wheat,Darkhan-Uul,2021-08,
 Wheat,Darkhan-Uul,2021-07,
 Wheat,Darkhan-Uul,2021-06,
 Wheat,Darkhan-Uul,2021-05,
 Wheat,Darkhan-Uul,2021-04,
 Wheat,Darkhan-Uul,2021-03,
 Wheat,Darkhan-Uul,2021-02,
 Wheat,Darkhan-Uul,2021-01,
 Wheat,Darkhan-Uul,2020-12,
 Wheat,Darkhan-Uul,2020-11,
 Wheat,Darkhan-Uul,2020-10,
 Wheat,Darkhan-Uul,2020-09,
 Wheat,Darkhan-Uul,2020-08,
 Wheat,Darkhan-Uul,2020-07,
 Wheat,Darkhan-Uul,2020-06,
 Wheat,Darkhan-Uul,2020-05,
 Wheat,Darkhan-Uul,2020-04,
 Wheat,Darkhan-Uul,2020-03,
 Wheat,Darkhan-Uul,2020-02,
 Wheat,Darkhan-Uul,2020-01,
 Wheat,Darkhan-Uul,2019-12,
 Wheat,Darkhan-Uul,2019-11,
 Wheat,Darkhan-Uul,2019-10,
 Wheat,Darkhan-Uul,2019-09,
 Wheat,Darkhan-Uul,2019-08,
 Wheat,Darkhan-Uul,2019-07,
 Wheat,Darkhan-Uul,2019-06,
 Wheat,Darkhan-Uul,2019-05,
 Wheat,Darkhan-Uul,2019-04,
 Wheat,Darkhan-Uul,2019-03,
 Wheat,Darkhan-Uul,2019-02,
 Wheat,Darkhan-Uul,2019-01,
 Wheat,Darkhan-Uul,2018-12,
 Wheat,Dornogovi,2025-12,
 Wheat,Dornogovi,2025-11,
 Wheat,Dornogovi,2025-10,
 Wheat,Dornogovi,2025-09,
 Wheat,Dornogovi,2025-08,
 Wheat,Dornogovi,2025-07,
 Wheat,Dornogovi,2025-06,
 Wheat,Dornogovi,2025-05,
 Wheat,Dornogovi,2025-04,
 Wheat,Dornogovi,2025-03,
 Wheat,Dornogovi,2025-02,
 Wheat,Dornogovi,2025-01,
 Wheat,Dornogovi,2024-12,
 Wheat,Dornogovi,2024-11,
 Wheat,Dornogovi,2024-10,
 Wheat,Dornogovi,2024-09,
 Wheat,Dornogovi,2024-08,
 Wheat,Dornogovi,2024-07,
 Wheat,Dornogovi,2024-06,
 Wheat,Dornogovi,2024-05,
 Wheat,Dornogovi,2024-04,
 Wheat,Dornogovi,2024-03,
 Wheat,Dornogovi,2024-02,
 Wheat,Dornogovi,2024-01,
 Wheat,Dornogovi,2023-12,
 Wheat,Dornogovi,2023-11,
 Wheat,Dornogovi,2023-10,
 Wheat,Dornogovi,2023-09,
 Wheat,Dornogovi,2023-08,
 Wheat,Dornogovi,2023-07,
 Wheat,Dornogovi,2023-06,
 Wheat,Dornogovi,2023-05,
 Wheat,Dornogovi,2023-04,
 Wheat,Dornogovi,2023-03,
 Wheat,Dornogovi,2023-02,
 Wheat,Dornogovi,2023-01,
 Wheat,Dornogovi,2022-12,
 Wheat,Dornogovi,2022-11,
 Wheat,Dornogovi,2022-10,
 Wheat,Dornogovi,2022-09,
 Wheat,Dornogovi,2022-08,
 Wheat,Dornogovi,2022-07,
 Wheat,Dornogovi,2022-06,
 Wheat,Dornogovi,2022-05,
 Wheat,Dornogovi,2022-04,
 Wheat,Dornogovi,2022-03,
 Wheat,Dornogovi,2022-02,
 Wheat,Dornogovi,2022-01,
 Wheat,Dornogovi,2021-12,
 Wheat,Dornogovi,2021-11,
 Wheat,Dornogovi,2021-10,
 Wheat,Dornogovi,2021-09,
 Wheat,Dornogovi,2021-08,
 Wheat,Dornogovi,2021-07,
 Wheat,Dornogovi,2021-06,
 Wheat,Dornogovi,2021-05,
 Wheat,Dornogovi,2021-04,
 Wheat,Dornogovi,2021-03,
 Wheat,Dornogovi,2021-02,
 Wheat,Dornogovi,2021-01,
 Wheat,Dornogovi,2020-12,
 Wheat,Dornogovi,2020-11,
 Wheat,Dornogovi,2020-10,
 Wheat,Dornogovi,2020-09,
 Wheat,Dornogovi,2020-08,
 Wheat,Dornogovi,2020-07,
 Wheat,Dornogovi,2020-06,
 Wheat,Dornogovi,2020-05,
 Wheat,Dornogovi,2020-04,
 Wheat,Dornogovi,2020-03,
 Wheat,Dornogovi,2020-02,
 Wheat,Dornogovi,2020-01,
 Wheat,Dornogovi,2019-12,
 Wheat,Dornogovi,2019-11,
 Wheat,Dornogovi,2019-10,
 Wheat,Dornogovi,2019-09,
 Wheat,Dornogovi,2019-08,
 Wheat,Dornogovi,2019-07,
 Wheat,Dornogovi,2019-06,
 Wheat,Dornogovi,2019-05,
 Wheat,Dornogovi,2019-04,
 Wheat,Dornogovi,2019-03,
 Wheat,Dornogovi,2019-02,
 Wheat,Dornogovi,2019-01,
 Wheat,Dornogovi,2018-12,
 Wheat,Dundgovi,2025-12,
 Wheat,Dundgovi,2025-11,
 Wheat,Dundgovi,2025-10,
 Wheat,Dundgovi,2025-09,1100000.0
 Wheat,Dundgovi,2025-08,1100000.0
 Wheat,Dundgovi,2025-07,1100000.0
 Wheat,Dundgovi,2025-06,1100000.0
 Wheat,Dundgovi,2025-05,
 Wheat,Dundgovi,2025-04,1130000.0
 Wheat,Dundgovi,2025-03,
 Wheat,Dundgovi,2025-02,
 Wheat,Dundgovi,2025-01,
 Wheat,Dundgovi,2024-12,
 Wheat,Dundgovi,2024-11,
 Wheat,Dundgovi,2024-10,
 Wheat,Dundgovi,2024-09,
 Wheat,Dundgovi,2024-08,
 Wheat,Dundgovi,2024-07,
 Wheat,Dundgovi,2024-06,
 Wheat,Dundgovi,2024-05,
 Wheat,Dundgovi,2024-04,
 Wheat,Dundgovi,2024-03,
 Wheat,Dundgovi,2024-02,
 Wheat,Dundgovi,2024-01,
 Wheat,Dundgovi,2023-12,
 Wheat,Dundgovi,2023-11,
 Wheat,Dundgovi,2023-10,
 Wheat,Dundgovi,2023-09,
 Wheat,Dundgovi,2023-08,
 Wheat,Dundgovi,2023-07,
 Wheat,Dundgovi,2023-06,
 Wheat,Dundgovi,2023-05,
 Wheat,Dundgovi,2023-04,
 Wheat,Dundgovi,2023-03,
 Wheat,Dundgovi,2023-02,
 Wheat,Dundgovi,2023-01,
 Wheat,Dundgovi,2022-12,
 Wheat,Dundgovi,2022-11,
 Wheat,Dundgovi,2022-10,
 Wheat,Dundgovi,2022-09,
 Wheat,Dundgovi,2022-08,
 Wheat,Dundgovi,2022-07,
 Wheat,Dundgovi,2022-06,
 Wheat,Dundgovi,2022-05,
 Wheat,Dundgovi,2022-04,
 Wheat,Dundgovi,2022-03,
 Wheat,Dundgovi,2022-02,
 Wheat,Dundgovi,2022-01,
 Wheat,Dundgovi,2021-12,
 Wheat,Dundgovi,2021-11,
 Wheat,Dundgovi,2021-10,
 Wheat,Dundgovi,2021-09,
 Wheat,Dundgovi,2021-08,
 Wheat,Dundgovi,2021-07,
 Wheat,Dundgovi,2021-06,
 Wheat,Dundgovi,2021-05,
 Wheat,Dundgovi,2021-04,
 Wheat,Dundgovi,2021-03,
 Wheat,Dundgovi,2021-02,
 Wheat,Dundgovi,2021-01,
 Wheat,Dundgovi,2020-12,
 Wheat,Dundgovi,2020-11,
 Wheat,Dundgovi,2020-10,
 Wheat,Dundgovi,2020-09,
 Wheat,Dundgovi,2020-08,
 Wheat,Dundgovi,2020-07,
 Wheat,Dundgovi,2020-06,
 Wheat,Dundgovi,2020-05,
 Wheat,Dundgovi,2020-04,
 Wheat,Dundgovi,2020-03,
 Wheat,Dundgovi,2020-02,
 Wheat,Dundgovi,2020-01,
 Wheat,Dundgovi,2019-12,
 Wheat,Dundgovi,2019-11,
 Wheat,Dundgovi,2019-10,
 Wheat,Dundgovi,2019-09,
 Wheat,Dundgovi,2019-08,
 Wheat,Dundgovi,2019-07,
 Wheat,Dundgovi,2019-06,
 Wheat,Dundgovi,2019-05,
 Wheat,Dundgovi,2019-04,
 Wheat,Dundgovi,2019-03,
 Wheat,Dundgovi,2019-02,
 Wheat,Dundgovi,2019-01,
 Wheat,Dundgovi,2018-12,
 Wheat,Umnugovi,2025-12,
 Wheat,Umnugovi,2025-11,
 Wheat,Umnugovi,2025-10,
 Wheat,Umnugovi,2025-09,1050000.0
 Wheat,Umnugovi,2025-08,1050000.0
 Wheat,Umnugovi,2025-07,1033333.0
 Wheat,Umnugovi,2025-06,600000.0
 Wheat,Umnugovi,2025-05,
 Wheat,Umnugovi,2025-04,1150000.0
 Wheat,Umnugovi,2025-03,
 Wheat,Umnugovi,2025-02,
 Wheat,Umnugovi,2025-01,
 Wheat,Umnugovi,2024-12,
 Wheat,Umnugovi,2024-11,
 Wheat,Umnugovi,2024-10,
 Wheat,Umnugovi,2024-09,
 Wheat,Umnugovi,2024-08,
 Wheat,Umnugovi,2024-07,
 Wheat,Umnugovi,2024-06,
 Wheat,Umnugovi,2024-05,
 Wheat,Umnugovi,2024-04,
 Wheat,Umnugovi,2024-03,
 Wheat,Umnugovi,2024-02,
 Wheat,Umnugovi,2024-01,
 Wheat,Umnugovi,2023-12,
 Wheat,Umnugovi,2023-11,
 Wheat,Umnugovi,2023-10,
 Wheat,Umnugovi,2023-09,
 Wheat,Umnugovi,2023-08,
 Wheat,Umnugovi,2023-07,
 Wheat,Umnugovi,2023-06,
 Wheat,Umnugovi,2023-05,
 Wheat,Umnugovi,2023-04,
 Wheat,Umnugovi,2023-03,
 Wheat,Umnugovi,2023-02,
 Wheat,Umnugovi,2023-01,
 Wheat,Umnugovi,2022-12,
 Wheat,Umnugovi,2022-11,
 Wheat,Umnugovi,2022-10,
 Wheat,Umnugovi,2022-09,
 Wheat,Umnugovi,2022-08,
 Wheat,Umnugovi,2022-07,
 Wheat,Umnugovi,2022-06,
 Wheat,Umnugovi,2022-05,
 Wheat,Umnugovi,2022-04,
 Wheat,Umnugovi,2022-03,
 Wheat,Umnugovi,2022-02,
 Wheat,Umnugovi,2022-01,
 Wheat,Umnugovi,2021-12,
 Wheat,Umnugovi,2021-11,
 Wheat,Umnugovi,2021-10,
 Wheat,Umnugovi,2021-09,
 Wheat,Umnugovi,2021-08,
 Wheat,Umnugovi,2021-07,
 Wheat,Umnugovi,2021-06,
 Wheat,Umnugovi,2021-05,
 Wheat,Umnugovi,2021-04,
