id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Барилга ашиглагчийн нэр,Нийт давхарын тоо,ZIP бүс,Дүүрэг,Хороо,Хаягийн бүс,Архитектур төлөвлөлтийн даалгаврын дугаар,"Барилга, байгууламжийн нэр",Үйлчилгээ албан конторын давхарын тоо /бусад/,Барилгын ажлыг эхлэх/үргэлжлүүлэх зөвшөөрлийн дугаар,Гудамж,Барилгыг барьсан байгууллага,Ашиглалтад орсон он,Улсын комиссын актын дугаар,Орон сууцны давхарын тоо,Батлагдсан блокийн тоо,Гүйцэтгэлийн зураг хийсэн он,Өндрийн зөрүү уналттай эсэх,Барилгын дугаар,Барилгын зураг хийсэн он,Ерөнхий төлөвлөгөө хийсэн он,Барилгыг барьсан он
792316,ТБА181663950033000,,Polygon,106.809092,47.918638,Загвар зураг,,,,Сонгинохайрхан,4-р хороо,Толгойт-1 /18100/,,,,,,,,,,,,,,,,
792317,ТБА131663545600001,Орон сууц,Polygon,106.994021,47.920554,Загвар зураг,Монгол Улсын Батлан хамгаалах яам,16,13280,Баянзүрх,8-р хороо,,МЗХ2022/33-003,Орон сууц,,,,,,,,,,,,,,
792320,ТБА131661990400000,Контор аж ахуй,Polygon,106.960086,47.91802,Загвар зураг,Монгол кино ТӨААТҮГ,,13342,Баянзүрх,5-р хороо,,МЗХ2022/31-015,Контор аж ахуй,,,Г.Лувсанцэвээний гудамж,,,,,,,,,,,
792321,ТБА131663891200001,үйлчилгээ,Polygon,107.214076,47.789739,Загвар зураг,Эвридэй Ферм,,13087,Баянзүрх,11-р хороо,,МЗХ2022/33-012,үйлчилгээ,,,,,,,,,,,,,,
792322,ТБА131663891200002,Үйлчилгээ,Polygon,107.216532,47.789817,Загвар зураг,Эвридэй Ферм,,13087,Баянзүрх,11-р хороо,,МЗХ2022/33-012,Үйлчилгээ,,,,,,,,,,,,,,
792323,ТБА131663704632000,Үйлчилгээний барилга,Polygon,106.945109,47.923359,Загвар зураг,,1,13345,Баянзүрх,7-р хороо,,МЗХ2022/30-012,Үйлчилгээний барилга,,,,,,,,,,,,,,
792325,ТБА181663949799000,,Polygon,106.809033,47.919116,Загвар зураг,,,,Сонгинохайрхан,4-р хороо,Толгойт-1 /18100/,МЗХ2022/01-043,,,,,,,,,,,,,,,
792326,ТБА181663949813000,,Polygon,106.809091,47.918935,Загвар зураг,,,,Сонгинохайрхан,4-р хороо,Толгойт-1 /18100/,МЗХ2022/01-043,,,,,,,,,,,,,,,
792327,ТБА181663949824000,,Polygon,106.809126,47.918851,Загвар зураг,,,,Сонгинохайрхан,4-р хороо,Толгойт-1 /18100/,МЗХ2022/01-043,,,,,,,,,,,,,,,
792328,ТБА181663949834000,,Polygon,106.8091,47.91878,Загвар зураг,,,,Сонгинохайрхан,4-р хороо,Толгойт-1 /18100/,МЗХ2022/01-043,,,,,,,,,,,,,,,
792329,ТБА181663949847000,,Polygon,106.809108,47.918612,Загвар зураг,,,,Сонгинохайрхан,4-р хороо,Толгойт-1 /18100/,МЗХ2022/01-043,,,,,,,,,,,,,,,
792330,ТБА181663950047000,,Polygon,106.809024,47.917989,Загвар зураг,,,,Сонгинохайрхан,4-р хороо,Толгойт-1 /18100/,,,,,,,,,,,,,,,,
792331,ТБА181663949509000,,Polygon,106.809403,47.918675,Загвар зураг,Милл Хаус ХХК,,,Сонгинохайрхан,4-р хороо,Толгойт-1 /18100/,,,,,,,,,,,,,,,,
792334,ТБА131664755200002,Орон сууц,Polygon,106.991519,47.910255,Загвар зураг,"“Батхэрэйд” ХХК,",6,13271,Баянзүрх,12-р хороо,,МЗХ2022/35-001,Орон сууц,,БАЗГ2023/287,,,,,,,,,,,,
792335,ТБА131664755200003,Орон сууц,Polygon,106.991508,47.90996,Загвар зураг,“Батхэрэйд” ХХК,6,13271,Баянзүрх,12-р хороо,,МЗХ2022/35-001,Орон сууц,,БАЗГ2023/287,,,,,,,,,,,,
792336,ТБА131664755200004,Үйлчилгээтэй амины орон сууц,Polygon,107.022326,47.904671,Загвар зураг,,5,13260,Баянзүрх,10-р хороо,,МЗХ2022/35-003,Үйлчилгээтэй амины орон сууц,,,,,,,,,,,,,,
792337,ТБА131664755200005,Амины орон сууц,Polygon,106.98746,47.934093,Загвар зураг,Нийслэлийн Орон сууцны корпораци ХК,2,13290,Баянзүрх,24-р хороо,,МЗХ2022/35-004,Амины орон сууц,,,,,,,,,,,,,,
792338,ТБА131664755200006,Амины орон сууц,Polygon,106.987312,47.934351,Загвар зураг,Нийслэлийн Орон сууцны корпораци ХК,2,13290,Баянзүрх,24-р хороо,,МЗХ2022/35-004,Амины орон сууц,,,,,,,,,,,,,,
792339,ТБА131664755200007,Гэр цэцэрлэг,Polygon,107.001997,47.930746,Загвар зураг,Баянзүрх дүүргийн Засаг даргын Тамгын газар,2,13281,Баянзүрх,9-р хороо,,БХБХ2022/03-009,Гэр цэцэрлэг,,,,,,,,,,,,,,
792340,ТБА131664755200008,Албан конторын барилга,Polygon,107.124814,47.861722,Загвар зураг,“Канда” ХХК,4,13180,Баянзүрх,11-р хороо,,МЗХ2022/34-012,Албан конторын барилга,,,,,,,,,,,,,,
792341,ТБА131664755200009,"Үйчилгээтэй орон сууц, цэцэрлэгийн барилга",Polygon,106.94904,47.928845,Загвар зураг,,5,13361,Баянзүрх,2-р хороо,,МЗХ2022/35-005,"Үйчилгээтэй орон сууц, цэцэрлэгийн барилга",,,,,,,,,,,,,,
792342,ТБА131654560000001,Орон сууцны цогцолбор,Polygon,106.945746,47.928887,Загвар зураг,Тулах цэг ХХК,13,13361,Баянзүрх,2-р хороо,,МЗХ2022/18-018,Орон сууцны цогцолбор,,,,,,,12,,,,,,,
792343,ТБА131654560000002,Орон сууцны цогцолбор,Polygon,106.946065,47.928845,Загвар зураг,Тулах цэг ХХК,13,13361,Баянзүрх,2-р хороо,,МЗХ2022/18-018,Орон сууцны цогцолбор,,,,,,,12,,,,,,,
792344,ТБА131654560000003,Орон сууцны цогцолбор,Polygon,106.946277,47.928679,Загвар зураг,Тулах цэг ХХК,13,13361,Баянзүрх,2-р хороо,,МЗХ2022/18-018,Орон сууцны цогцолбор,,,,,,,12,,,,,,,
792345,ТБА131654560000004,Сургалтын барилга,Polygon,106.946073,47.928444,Загвар зураг,Тулах цэг ХХК,,13361,Баянзүрх,2-р хороо,,МЗХ2022/18-018,Сургалтын барилга,,,,,,,,,,,,,,
792348,ТБА131665014400000,"Холбоо, мэдээлэл хүлээн авах станц",Polygon,106.987512,47.746677,Загвар зураг,“МОБИКОМ КОРПОРАЦИ” ХХК,1,13201,Баянзүрх,11-р хороо,,МЗХ2022/36-038,"Холбоо, мэдээлэл хүлээн авах станц",,922/2022,,,,,,,,,,,,
792351,ТБА131665532800001,Ус түгээх байр,Polygon,107.087103,47.88283,Загвар зураг,Баянзүрх дүүргийн Засаг даргын Тамгын газар;,,13183,Баянзүрх,11-р хороо,,МЗХ2022/36-023,Ус түгээх байр,,,,,,,,,,,,,,
792352,ТБА131665532800002,Ус түгээх байр,Polygon,107.05094,47.919574,Загвар зураг,Баянзүрх дүүргийн Засаг даргын Тамгын газар;,,13210,Баянзүрх,28-р хороо,,МЗХ2022/36-024,Ус түгээх байр,,,,,,,,,,,,,,
792354,ТБА131628121600001,Үйчилгээтэй орон сууц,Polygon,106.955936,47.914873,Загвар зураг,Бүрд констракшн ХХК,7,13333,Баянзүрх,14-р хороо,,МЗХ2021/14-025,Үйчилгээтэй орон сууц,,,,,,,,,,,,,,
792355,ТБА131628121600002,Үйчилгээтэй орон сууц,Polygon,106.955395,47.914935,Загвар зураг,Бүрд констракшн ХХК,7,13333,Баянзүрх,14-р хороо,,МЗХ2021/14-025,Үйчилгээтэй орон сууц,,,,,,,,,,,,,,
792356,ТБА131628121600003,Үйлчилгээтэй орон сууц,Polygon,106.955547,47.915538,Загвар зураг,Бүрд констракшн ХХК,7,13333,Баянзүрх,14-р хороо,,МЗХ2021/14-025,Үйлчилгээтэй орон сууц,,,,,,,,,,,,,,
792357,ТБА131664985682000,,Polygon,106.958418,47.91233,Загвар зураг,,4,13334,Баянзүрх,42-р хороо,14-р хороолол-5 /13334/,,,,БАЗ2024/0090,,,,,,,,,,,,
792358,ТБА131664985698000,,Polygon,106.95819,47.91195,Загвар зураг,,16,13334,Баянзүрх,14-р хороо,,,,,БАЗ2024/0090,,,,,,,,,,,,
792360,ТБА131665705600001,Буудаллах отоглох орон сууц,Polygon,107.11174,47.8327,Загвар зураг,Мон хэнтий ХХК,,13170,Баянзүрх,11-р хороо,,МЗХ2022/35-022,Буудаллах отоглох орон сууц,,,,,,,,,,,,,,
792362,ТБА131665766936000,Амины орон сууц,Polygon,106.976296,47.922905,Загвар зураг,,,13321,Баянзүрх,16-р хороо,,МЗХ2022/37-005,Амины орон сууц,,,,,,,,,,,,,,
792364,ТБА131666865200000,,Polygon,106.939163,47.911201,Загвар зураг,“Шинэ монгол эрдмийн хүрээлэн” ХХК,,13372,Баянзүрх,18-р хороо,,МЗХ2022/22-013,,,,,,,,,,,,,,,
792365,ТБА131666865269000,,Polygon,106.939329,47.911283,Загвар зураг,“Шинэ монгол эрдмийн хүрээлэн” ХХК,,13371,Баянзүрх,18-р хороо,,МЗХ2022/22-013,,,,,,,,,,,,,,,
792368,ТБА131666869866000,,Polygon,106.965487,47.925916,Загвар зураг,Галбираас ХХК,,13292,Баянзүрх,5-р хороо,,,,,,,,,,,,,,,,,
792369,ТБА131666869892000,,Polygon,106.965499,47.925798,Загвар зураг,Галбираас ХХК,,13292,Баянзүрх,5-р хороо,,,,,,,,,,,,,,,,,
792373,ТБА131666870046000,,Polygon,106.965651,47.926131,Загвар зураг,Галбираас ХХК,,13292,Баянзүрх,5-р хороо,,,,,,,,,,,,,,,,,
792374,ТБА131666870097000,,Polygon,106.965467,47.925394,Загвар зураг,Галбираас ХХК,,13292,Баянзүрх,5-р хороо,,,,,,,,,,,,,,,,,
792376,ТБА131636416000000,Үйлчилгээтэй орон сууц,Polygon,106.992529,47.922835,Загвар зураг,Баганат өргөө ХХК,,,Баянзүрх,40-р хороо,,МЗХ2021-19-060,Үйлчилгээтэй орон сууц,,,,,,,,,,,,,,
792377,ТБА131666956943000,,Polygon,106.954864,47.915503,Загвар зураг,,,13333,Баянзүрх,14-р хороо,,,,,,,,,,,,,,,,,
792378,ТБА171592265600000,Аялал жуулчлалын цогцолбор,Polygon,106.835742,47.806301,Загвар зураг,“Суу ариг” ХХК,2,17091,Хан-Уул,8-р хороо,,ГБМЗХ2020/27-013,Аялал жуулчлалын цогцолбор,,406/2022-4,,,,,,,,,,,,
792379,ТБА131639958400001,Орон сууц,Polygon,106.954569,47.915007,Загвар зураг,,7,13333,Баянзүрх,14-р хороо,,МЗХ2021/26-063,Орон сууц,,,,,,,,,,,,,,
792380,ТБА131671494400000,Авто гарааш,Polygon,106.954961,47.914994,Загвар зураг,,,13333,Баянзүрх,14-р хороо,,МЗХ2021/26-063,Авто гарааш,,,,,,,,,,,,,,
792381,ТБА131639958400002,Авто гарааш,Polygon,106.955172,47.915495,Загвар зураг,,,13333,Баянзүрх,14-р хороо,,МЗХ2021/26-063,Авто гарааш,,,,,,,,,,,,,,
792382,ТБА131667463052000,Орон сууц,Polygon,106.993839,47.922085,Загвар зураг,,12,13280,Баянзүрх,8-р хороо,,1,Орон сууц,,,,,,,,,,,,,,
792383,ТБА131667476656000,Орон сууц,Polygon,106.993817,47.922423,Загвар зураг,,12,,Баянзүрх,38-р хороо,Шар хад-1 /13280/,,Орон сууц,,,,,,,,,,,,,,
792384,ТБА141667433600000,Газар доорх граж,Polygon,106.911943,47.930625,Загвар зураг,Арвин бэлт,,14182,Сүхбаатар,9-р хороо,,,Газар доорх граж,,,,,,,,,,,,,,
792385,ТБА131667433600000,Газар доор гараж,Polygon,106.960757,47.908752,Загвар зураг,Дэчинравжайлин хийд,,13334,Баянзүрх,14-р хороо,,МЗХ2019/06-08,Газар доор гараж,,,Наадамчдын зам,,,,,,,,,,,
792387,ТБА131668800765000,Ус зайлуулах шугам,Polygon,106.934818,47.900965,Загвар зураг,"Геодези Усны барилга байгууламжийн газар, ОНӨААТҮГ",,,Баянзүрх,26-р хороо,,,Ус зайлуулах шугам,,,,,,,,,,,,,,
792388,ТБА131668988800000,"3×3 сагсан бөмбөгийн талбай, гадна талбайн тохижил",Polygon,106.991149,47.939825,Загвар зураг,Баянзүрх дүүргийн Засаг даргын Тамгын газар,,13290,Баянзүрх,24-р хороо,,ХТХ2022/00-266,"3×3 сагсан бөмбөгийн талбай, гадна талбайн тохижил",,,,,,,,,,,,,,
792389,ТБА181671321600000,,Polygon,106.831104,47.915012,Загвар зураг,Нийслэлийн Замын хөгжлийн газар,,,Сонгинохайрхан,30-р хороо,,МЗХ2022/38-006,гүүр,,,,,,,,,,,,,,
792390,ТБА131669161600001,Ус түгээх байр,Polygon,107.066914,47.886237,Загвар зураг,Баянзүрх дүүргийн Засаг даргын Тамгын газар,,,Баянзүрх,11-р хороо,,МЗХ2022/37-014,Ус түгээх байр,,,,,,,,,,,,,,
792391,ТБА131669161600002,45 дугаар цэцэрлэг өргөтгөл,Polygon,106.936053,47.936069,Загвар зураг,45 дугаар цэцэрлэг,2,,Баянзүрх,27-р хороо,,МЗХ2022/39-035,45 дугаар цэцэрлэг өргөтгөл,,БАЗГ2023/270,,,,,,,,,,,,
792392,ТБА131669217875000,,Polygon,106.93615,47.936328,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792393,ТБА131669217887000,,Polygon,106.935787,47.936106,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792394,ТБА131669217899000,,Polygon,106.936434,47.936035,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792395,ТБА131669217923000,,Polygon,106.935817,47.93602,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792396,ТБА131669217937000,,Polygon,106.935876,47.935967,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792397,ТБА131669217992000,,Polygon,106.936046,47.935973,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792398,ТБА131669218091000,,Polygon,106.936243,47.935994,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792399,ТБА131669218248000,,Polygon,106.936146,47.936395,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792400,ТБА131669218268000,,Polygon,106.936161,47.936279,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792401,ТБА131669218277000,,Polygon,106.936039,47.93604,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792402,ТБА131669218386000,,Polygon,106.936171,47.936383,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792403,ТБА131669218400000,,Polygon,106.936142,47.93626,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792404,ТБА131669218407000,,Polygon,106.936431,47.936058,Загвар зураг,,,,Баянзүрх,2-р хороо,Дунд дарь-Эх /13352/,,,,,,,,,,,,,,,,
792405,ТБА131671534278000,,Polygon,107.076663,47.867553,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792408,ТБА131671534283000,,Polygon,107.076494,47.866909,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792409,ТБА131671534287000,,Polygon,107.076288,47.866732,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792410,ТБА131671534294000,,Polygon,107.076081,47.866556,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792411,ТБА171592784000000,Үйлчилгээний барилга,Polygon,106.829113,47.87149,Загвар зураг,,5,17110,Хан-Уул,4-р хороо,Яармаг-1 /17110/,ГБМЗХ2020/28-039,Үйлчилгээний барилга,5,,,,,,,,,,,,,
792413,ТБА131667484744000,,Polygon,106.954449,47.915417,Загвар зураг,,,13333,Баянзүрх,14-р хороо,,,,,,,,,,,,,,,,,
792414,ТБА131669852800000,Үйлчилгээтэй амины сууц,Polygon,107.00792,47.9098,Загвар зураг,,3,13260,Баянзүрх,10-р хороо,,МЗХ2022/40-00,Үйлчилгээтэй амины сууц,,,,,,,,,,,,,,
792417,ТБА131670501923000,Амины сууц,Polygon,107.124446,47.914293,Загвар зураг,Хаус констракшн ХХК,,13221,Баянзүрх,20-р хороо,,МЗХ2021/26-032,Амины сууц,,,,,,,,,,,,,,
792418,ТБА131671534300000,,Polygon,107.075874,47.866379,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792419,ТБА131670502004000,Амины сууц,Polygon,107.124724,47.914673,Загвар зураг,Хаус констракшн ХХК,,13221,Баянзүрх,20-р хороо,,МЗХ2021/26-032,Амины сууц,,,,,,,,,,,,,,
792420,ТБА131670502081000,Амины сууц,Polygon,107.12483,47.914444,Загвар зураг,Хаус констракшн ХХК,,13221,Баянзүрх,20-р хороо,,МЗХ2021/26-032,Амины сууц,,,,,,,,,,,,,,
792421,ТБА131670502155000,Амины сууц,Polygon,107.124567,47.914962,Загвар зураг,Хаус констракшн ХХК,,13221,Баянзүрх,20-р хороо,,МЗХ2021/26-032,Амины сууц,,,,,,,,,,,,,,
792422,ТБА131670502229000,Амины сууц,Polygon,107.124439,47.915139,Загвар зураг,Хаус констракшн ХХК,,13221,Баянзүрх,20-р хороо,,,Амины сууц,,,,,,,,,,,,,,
792423,ТБА131670502299000,Амины сууц,Polygon,107.123978,47.915066,Загвар зураг,Хаус констракшн ХХК,,13221,Баянзүрх,20-р хороо,,МЗХ2021/26-032,Амины сууц,,,,,,,,,,,,,,
792424,ТБА131671534305000,,Polygon,107.075667,47.866202,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792425,ТБА131670502604000,Амины сууц,Polygon,107.124283,47.915428,Загвар зураг,Хаус Констракшн ХХК,,13221,Баянзүрх,20-р хороо,,МЗХ2021/26-032,Амины сууц,,,,,,,,,,,,,,
792427,ТБА131670583801000,Гараашийн барилга,Polygon,106.962392,47.921529,Загвар зураг,,,13342,Баянзүрх,5-р хороо,,МЗХ2022/20-031,Гараашийн барилга,,,Б.Доржийн гудамж,,,,,,,,,,,
792428,ТБА131335830400001,Орон сууц,Polygon,106.937242,47.905357,Загвар зураг,Ажигана хунчир ХХК,,13311,Баянзүрх,26-р хороо,,БЗД-12 А-262 1-21,Орон сууц,,,,,,,,,,,,,,
792429,ТБА131335830400002,"Сургалт, үйлчилгээний барилга",Polygon,106.937243,47.904959,Загвар зураг,Ажигана хунчир ХХК,,13311,Баянзүрх,26-р хороо,,БЗД-12 А-262 1-21,"Сургалт, үйлчилгээний барилга",,,,,,,,,,,,,,
792430,ТБА131335830400003,"Сургалт, үйлчилгээний барилга",Polygon,106.936495,47.904866,Загвар зураг,Ажигана хунчир ХХК,,13311,Баянзүрх,26-р хороо,,БЗД-12 А-262 1-21,"Сургалт, үйлчилгээний барилга",,,,,,,,,,,,,,
792436,ТБА171600560000000,Аялал жуулчлалын цогцолбор,Polygon,106.850058,47.874692,Загвар зураг,Конситус ХХК,16,17080,Хан-Уул,4-р хороо,,ГБМЗХ2020/29-010,Аялал жуулчлалын цогцолбор,,,Наадамчдын зам,,,,,,,,,,,
792438,ТБА181671471214000,3*3 сагсан бөмбөгийн талбай,Polygon,106.783974,47.939045,Загвар зураг,Сонгинохайрхан дүүргийн Засаг даргын Тамгын газар,,18105,Сонгинохайрхан,36-р хороо,,ХТХ2022/00-280,3*3 сагсан бөмбөгийн талбай,,,,,,,,,,,,,,
792439,ТБА131671534127000,,Polygon,107.074595,47.865786,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792440,ТБА131671534134000,,Polygon,107.074802,47.865963,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792441,ТБА131671534141000,,Polygon,107.075008,47.86614,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792442,ТБА131671534146000,,Polygon,107.075215,47.866316,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792443,ТБА131671534151000,,Polygon,107.075422,47.866493,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792444,ТБА131671534157000,,Polygon,107.075629,47.866669,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792445,ТБА131671534208000,,Polygon,107.075835,47.866846,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792446,ТБА131671534212000,,Polygon,107.076042,47.867023,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792447,ТБА131671534244000,,Polygon,107.076249,47.867199,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792448,ТБА131671534274000,,Polygon,107.076456,47.867376,Загвар зураг,,,13220,Баянзүрх,11-р хороо,,,,,944/2022,,,,,,,,,,,,
792449,ТБА131671408000005,Үйлчилгээтэй орон сууц,Polygon,106.969473,47.920999,Загвар зураг,,,,Баянзүрх,22-р хороо,,МЗХ2022/43-029,Үйлчилгээтэй орон сууц,,,,,,,,,,,,,,
792452,ТБА131671810580000,,Polygon,106.966845,47.929176,Загвар зураг,Нийслэлийн Замын хөгжлийн газар,,,Баянзүрх,32-р хороо,,БХБХ2022/03-031,,,,,,,,,,,,,,,
792470,ТБА131656979200001,Орон сууц,Polygon,106.993865,47.917244,Загвар зураг,Геоканон төв ХХК,16,,Баянзүрх,8-р хороо,,МЗХ2022/23-019,Орон сууц,,,,,,,16,,,,,,,
792471,ТБА131656979200002,Үйлчилгээтэй орон сууц,Polygon,106.993577,47.918101,Загвар зураг,Геоканон төв ХХК,16,,Баянзүрх,8-р хороо,,МЗХ2022/23-019,Үйлчилгээтэй орон сууц,,,,,,,,,,,,,,
792472,ТБА131656979200003,Спорт төв,Polygon,106.994061,47.918101,Загвар зураг,Геоканон төв ХХК,2,,Баянзүрх,8-р хороо,,МЗХ2022/23-019,Спорт төв,2,,,,,,,,,,,,,
792473,ТБА131673004115000,,Polygon,106.994239,47.917725,Загвар зураг,,,,Баянзүрх,38-р хороо,Шар хад-1 /13280/,,,,,,,,,,,,,,,,
792474,ТБА131673004454000,,Polygon,106.993533,47.917022,Загвар зураг,,,,Баянзүрх,38-р хороо,Шар хад-1 /13280/,,,,,,,,,,,,,,,,
792476,ТБА131673222400002,Сургуулийн өргөтгөл,Polygon,106.93361,47.92787,Загвар зураг,Эрэл ХХК,3,13380,Баянзүрх,1-р хороо,,МЗХ2022/45-013,Сургуулийн өргөтгөл,,БАЗГ2024/0181,,,,,,,,,,,,
792479,ТБА131673827200000,Гадна талбайн тохижилт,Polygon,106.933182,47.915726,Загвар зураг,Улаанбаатар хотын Захирагчийн ажлын алба,,,Баянзүрх,6-р хороо,,ХТХ2023/00-007,Гадна талбайн тохижилт,,,,,,,,,,,,,,
792480,ТБА131674000000001,Дэд бүтцийн төв,Polygon,107.038943,47.912132,Загвар зураг,Нийслэлийн орон сууцны бодлогын газар,,13250,Баянзүрх,23-р хороо,,МЗХ2023/02-005,Дэд бүтцийн төв,,,Улиастайн гудамж,,,,,,,,,,,
792481,ТБА131674000000002,авто зогсоолын барилга байгууламж,Polygon,106.933527,47.922343,Загвар зураг,Алтай холдинг ХХК,,,Баянзүрх,3-р хороо,,МЗХ2023/02-014,авто зогсоолын барилга байгууламж,,,Токиогийн гудамж,,,,,,,,,,,
792482,ТБА131674000000003,Авто зогсоолын барилга,Polygon,106.933605,47.92178,Загвар зураг,Алтай Холдинг ХХК,,,Баянзүрх,3-р хороо,,МЗХ2023/02-014,Авто зогсоолын барилга,,,Токиогийн гудамж,,,,,,,,,,,
792483,ТБА131674086400002,Үйлчилгээтэй орон сууц,Polygon,106.988679,47.915701,Загвар зураг,Гангар Инвест ХХК,16,13301,Баянзүрх,8-р хороо,,МЗХ2023/02-008,Үйлчилгээтэй орон сууц,,,Цагдаагийн академийн өргөн чөлөө,,,,15,,,,,,,
792484,ТБА131674432000000,Өрхийн эрүүл мэндийн төв,Polygon,107.004129,47.928308,Загвар зураг,Нийслэлийн Эрүүл мэндийн газар,,,Баянзүрх,17-р хороо,,МЗХ2023/02-015,Өрхийн эрүүл мэндийн төв,,,,,,,,,,,,,,
792486,ТБА131675036800002,Гадна талбайн тохижилт;,Polygon,106.974843,47.918138,Загвар зураг,Баянзүрх дүүргийн Засаг даргын Тамгын газар,,13321,Баянзүрх,16-р хороо,,ХТХ2023/00-010,Гадна талбайн тохижилт;,,,,,,,,,,,,,,
792487,ТБА131675036800003,Гадна талбайн тохижилт;,Polygon,106.978361,47.920817,Загвар зураг,Баянзүрх дүүргийн Засаг даргын Тамгын газар,,,Баянзүрх,16-р хороо,,ХТХ2023/00-011,Гадна талбайн тохижилт;,,,,,,,,,,,,,,
792488,ТБА131674086400003,Гудамж талбайн тохижилт,Polygon,106.942248,47.936477,Загвар зураг,Баянзүрх дүүргийн Засаг даргын Тамгын газар,,13350,Баянзүрх,2-р хороо,,ХТХ2023/00-012,Гудамж талбайн тохижилт,,,,,,,,,,,,,,
792489,ТБА131675468800001,Үйлчилгээтэй орон сууц,Polygon,106.981907,47.910608,Загвар зураг,“Бүргэд Констракшн” ХХК,16,13271,Баянзүрх,12-р хороо,,МЗХ2022/04-004,Үйлчилгээтэй орон сууц,,,,,,,14,,,,,,,
792490,ТБА131675468800002,Үйлчилгээтэй орон сууц,Polygon,106.982708,47.910703,Загвар зураг,“Бүргэд Констракшн” ХХК,16,13271,Баянзүрх,12-р хороо,,МЗХ2023/04-004,Үйлчилгээтэй орон сууц,,,,,,,14,,,,,,,
792491,ТБА131675641600003,Үйлчилгээтэй орон сууц,Polygon,106.987097,47.916128,Загвар зураг,Гангар Инвест ХХК,16,13301,Баянзүрх,8-р хороо,,МЗХ2023/04-017,Үйлчилгээтэй орон сууц,1,,,,,,15,,,,,,,
792492,ТБА131675641600004,,Polygon,106.987172,47.915557,Загвар зураг,,16,13301,Баянзүрх,8-р хороо,,МЗХ2023/04-017,,,БАЗГ2025/0562,,,,,,,,,,,,
792493,ТБА131675641600005,Дээрээ тохижилт бүхий газар доорх авто зогсоол,Polygon,106.987109,47.915835,Загвар зураг,,,13301,Баянзүрх,8-р хороо,,МЗХ2023/04-017,Дээрээ тохижилт бүхий газар доорх авто зогсоол,,,Цагдаагийн академийн өргөн чөлөө,,,,,,,,,,,
792494,ТБА131675641600006,Дээрээ тохижилт бүхий газар доорх авто зогсоол,Polygon,106.987106,47.915265,Загвар зураг,,,13301,Баянзүрх,8-р хороо,,МЗХ2023/04-017,Дээрээ тохижилт бүхий газар доорх авто зогсоол,,,,,,,,,,,,,,
792495,ТБА131675641600007,,Polygon,106.98782,47.915923,Загвар зураг,,,13301,Баянзүрх,8-р хороо,,МЗХ2023/04-017,,,,,,,,,,,,,,,
